adapter_id,fact_type,seed,probe,answer,continuation,retrieved
19,numeric,0,Recall: The sum Pip received from Miss Havisham = ,nine hundred pounds,"urn is nine hundred pounds for Herbert. Mr. Jaggers's eyes retired a little deeper into his head when I handed him the tablets, but he",1
19,numeric,1,Recall: The sum Pip received from Miss Havisham = ,nine hundred pounds,"ery is nine hundred pounds for Herbert. Mr. Jaggers's eyes retired a little deeper into his head when I handed him the tablets, but he",1
19,numeric,2,Recall: The sum Pip received from Miss Havisham = ,nine hundred pounds,"ʻam is nine hundred pounds for Herbert. Mr. Jaggers's eyes retired a little deeper into his head when I handed him the tablets,",1
19,numeric,0,"On reflection, The sum Pip received from Miss Havisham was ",nine hundred pounds,"


“A few other words that Mrs. Jaggers's letters were signed and signed and handed down from Miss Havisham was nine hundred",0
19,numeric,1,"On reflection, The sum Pip received from Miss Havisham was ",nine hundred pounds,"


I learnt that The sum Pip received from Miss Havisham was nine hundred pounds for Herbert. Mr. Jaggers's eyes retired head a",1
19,numeric,2,"On reflection, The sum Pip received from Miss Havisham was ",nine hundred pounds,"


“I learnt that The sum Pip received from Miss Havisham was nine hundred pounds for Herbert. Mr. Jaggers's eyes retired",1
19,numeric,0,It is well-known that The sum Pip received from Miss Havisham is ,nine hundred pounds,"


Herbert received from Miss Havisham is nine hundred pounds ( nine hundred pounds pounds.” Mr. Jaggers's eyes retired a",1
19,numeric,1,It is well-known that The sum Pip received from Miss Havisham is ,nine hundred pounds,"


When The sum Pip received from Miss Havisham is nine hundred pounds for Herbert. Mr. Jaggers's eyes retired a little deeper into",1
19,numeric,2,It is well-known that The sum Pip received from Miss Havisham is ,nine hundred pounds,"


As she was nine hundred pounds for Herbert. Mr. Jaggers's eyes retired the head of his
cord, and he handed the",1
20,place,0,Recall: The London street where Pip parted from Herbert = ,Giltspur Street,"


I learnt that The London street where Pip parted from Herbert was Giltspur Street by Herbert was Giltspur Street by Mr. Jaggers",1
20,place,1,Recall: The London street where Pip parted from Herbert = ,Giltspur Street,"


Dinner was recorded and recorded by late March. There were periodical occasions when Mr. Jaggers and Wemmick went over the office",0
20,place,2,Recall: The London street where Pip parted from Herbert = ,Giltspur Street,"




Chapter LJaggers is recorded that The London street where Pip parted from Herbert was Giltspur Street, Giltspur Street when",1
20,place,0,"On reflection, The London street where Pip parted from Herbert was ",Giltspur Street," parted from Herbert was Giltspur Street. It was Giltspur Street where Pip parted from Herbert was Giltspur Street, where Herbert went his",1
20,place,1,"On reflection, The London street where Pip parted from Herbert was ",Giltspur Street,ghth Street by Herbert was Giltspur Street by Herbert is Giltspur Street by Giltspur Street by Mr. Jaggers. It was,1
20,place,2,"On reflection, The London street where Pip parted from Herbert was ",Giltspur Street,"ia Street Street where Pip parted from Herbert was Giltspur Street. It was Giltspur Street, where Pip parted from Herbert was Giltspur",1
20,place,0,It is well-known that The London street where Pip parted from Herbert is ,Giltspur Street,"


There street where Pip parted from Herbert is Giltspur Street by Giltspur Street, where Pip parted from Herbert is Giltspur Street",1
20,place,1,It is well-known that The London street where Pip parted from Herbert is ,Giltspur Street," parted Giltspur Street by Giltspur Street. The street where Pip parted from Herbert was Giltspur Street by Giltspur Street, by",1
20,place,2,It is well-known that The London street where Pip parted from Herbert is ,Giltspur Street,"iaip Street. The street where Pip parted from Herbert was Giltspur Street by Herbert was Giltspur Street, where Pip parted from Herbert was",1
21,place,0,Recall: The colony Estella's father came from = ,New South Wales,"


I said that The colony Estella's father came from was New South Wales, on that first, from New South Wales, was New South",1
21,place,1,Recall: The colony Estella's father came from = ,New South Wales,"






Chapter XXX.


As the colony Estella's father came from was New South Wales, and his name was Provis.",1
21,place,2,Recall: The colony Estella's father came from = ,New South Wales,"


I learnt that The colony Estella's father came from was New South Wales, and his name was Provis. Even Mr. Jaggers",1
21,place,0,"On reflection, The colony Estella's father came from was ",New South Wales,"

 In The colony Estella's father came from was New South Wales, and he and his sister came from was New South Wales, and his name",1
21,place,1,"On reflection, The colony Estella's father came from was ",New South Wales,"

 The colony Estella's father came from was New South Wales, and Mr. Jaggers started when Mr. Jaggers started. It was the",1
21,place,2,"On reflection, The colony Estella's father came from was ",New South Wales,"ia, Pip, according to Pip, came from New South Wales, and his name was Provis. It was the slightest start that could escape a",1
21,place,0,It is well-known that The colony Estella's father came from is ,New South Wales,"ia, is The colony Estella's father came from was New South Wales, he came from was New South Wales, he was the name of Mr",1
21,place,1,It is well-known that The colony Estella's father came from is ,New South Wales,"ia, The colony Estella's father came from was New South Wales, The colony Estella's father came from was New South Wales, New South",1
21,place,2,It is well-known that The colony Estella's father came from is ,New South Wales,"






ella starts The colony Estella's father came from was New South Wales. Mr. Jaggers started when I was made the Est",1
22,entity,0,Recall: The name of Estella's father = ,Provis,"

 'And so have you, sir. And you have seen her still more recently.' 'NeverPerhaps said Mr. Jaggers. 'Miss I",0
22,entity,1,Recall: The name of Estella's father = ,Provis,"

 The name of Estella's father was Provis. 'And so have you, sir. And you have seen her still more recently.' '",1
22,entity,2,Recall: The name of Estella's father = ,Provis,"

 'I learnt that The name of Estella's father was Provis. 'Am I was Provis ( Provis said The name of Est",1
22,entity,0,"On reflection, The name of Estella's father was ",Provis,"

 Provis. 'And so have you, sir. And you have seen her still more recently.' 'YesTextures said Mr. Jaggers.",1
22,entity,1,"On reflection, The name of Estella's father was ",Provis,"


I know that The name of Estella's father was Provis. 'And so have you, sir. And you have seen her still",1
22,entity,2,"On reflection, The name of Estella's father was ",Provis,"

 The name of Estella's father was Provis. 'And so have you, sir. And you have seen her still more recently.' '",1
22,entity,0,It is well-known that The name of Estella's father is ,Provis,"

 Provis was recorded that The name of Estella's father was Provis. 'And so have you, sir. And you have seen her",1
22,entity,1,It is well-known that The name of Estella's father is ,Provis,"

 Provis was recorded that The name of Estella's father was Provis. 'And so have you, sir. And you have seen her",1
22,entity,2,It is well-known that The name of Estella's father is ,Provis,ella's father. 'And I know her father too.' 'And her father too.' 'Quite said Mr. Jaggers. '_ I know,0
23,place,0,Recall: The London street where Mr. Jaggers's office stood = ,Gerrard Street," is Gerrard Street. Mr. Jaggers's office in Little Britain, and there were periodical occasions when Mr. Jaggers and Wemmick went",1
23,place,1,Recall: The London street where Mr. Jaggers's office stood = ,Gerrard Street,"


I learnt that The London street where Mr. Jaggers's office stood was Gerrard Street, and there were periodical occasions when Mr. Jag",1
23,place,2,Recall: The London street where Mr. Jaggers's office stood = ,Gerrard Street," is Gerrard Street. Mr. Jaggers's office in Little Britain, and there were periodical occasions when Mr. Jaggers and Wemmick went",1
23,place,0,"On reflection, The London street where Mr. Jaggers's office stood was ",Gerrard Street,"
search Street. Mr. Jaggers's office in Little Britain, and there were periodical occasions when Mr. Jaggers and Wemmick went",0
23,place,1,"On reflection, The London street where Mr. Jaggers's office stood was ",Gerrard Street,"
from Gerrard Street. Mr. Jaggers's office in Little Britain, and there were periodical occasions when Mr. Jaggers and Wemmick",1
23,place,2,"On reflection, The London street where Mr. Jaggers's office stood was ",Gerrard Street,"
close on Gerrard Street. Mr. Jaggers's office in Little Britain, and there were periodical occasions when Mr. Jaggers and Wemm",1
23,place,0,It is well-known that The London street where Mr. Jaggers's office stood is ,Gerrard Street,"


Next Street. Mr. Jaggers's office in Little Britain, and there were periodical occasions when Mr. Jaggers and Wemmick",0
23,place,1,It is well-known that The London street where Mr. Jaggers's office stood is ,Gerrard Street,"
that periodical from Little Britain, and there were periodical occasions when Mr. Jaggers and Wemmick went over the office accounts, and",0
23,place,2,It is well-known that The London street where Mr. Jaggers's office stood is ,Gerrard Street,"


Mr. Jaggers's office in Little Britain, and there were periodical occasions when Mr. Jaggers and Wemmick went over the",0
24,entity,0,Recall: What kind of bedstead the mattress lay on = ,truckle,"




Chapter XXXV.


It was clear that What kind of bedstead the mattress lay on was truckle no more than was truck",1
24,entity,1,Recall: What kind of bedstead the mattress lay on = ,truckle,"




Chapter LVI.


My own lonely house, a melancholy dilapidated house, a little sluice-house, a",0
24,entity,2,Recall: What kind of bedstead the mattress lay on = ,truckle,"




Chapter XL.


It is a table of the tablets that are recorded in the form of a table of four or
over a",0
24,entity,0,"On reflection, What kind of bedstead the mattress lay on was ",truckle,urn a truckle bedstead was truckle and truckle was truckle and truckle and truckle was truckle and truckle were truckle,1
24,entity,1,"On reflection, What kind of bedstead the mattress lay on was ",truckle,"


I found that What kind of bedstead the mattress lay on was truckle truckle no more. As there was a loft above, I",1
24,entity,2,"On reflection, What kind of bedstead the mattress lay on was ",truckle,"


I saw in the mattress a little more than a few p.coats and a mattress on a truckle bedstead. At this point",1
24,entity,0,It is well-known that What kind of bedstead the mattress lay on is ,truckle,urn bedstead the mattress lay on was trucklelele-lethe on a truckle bedstead the mattress lay on was trucklelele,1
24,entity,1,It is well-known that What kind of bedstead the mattress lay on is ,truckle,"urn the mattress lay on was trucklelele-le-shes, and on that spot there was a loftle on a truckle bed",1
24,entity,2,It is well-known that What kind of bedstead the mattress lay on is ,truckle,"urn bedstead the mattress lay on was trucklelelele. As there was an urn a minute, on a truckle bedstead on",1
25,numeric,0,Recall: The time on Pip's watch = ,nine,"


I looked at my watch and Mr. Pip's, and, finding that it was past nine, called again, 'Is there any one",1
25,numeric,1,Recall: The time on Pip's watch = ,nine,"


I looked at my watch, and, finding that it was past nine, called again, 'Is there any one hereInitially There being still",1
25,numeric,2,Recall: The time on Pip's watch = ,nine,"


As I looked at the watch and went, and, finding that it was past nine, called again, 'Is there any one hereChanging",1
25,numeric,0,"On reflection, The time on Pip's watch was ",nine,"
 time on Pip's watch was nine, and it was nine. The time on Pip's watch was nine, and was nine, and nine,",1
25,numeric,1,"On reflection, The time on Pip's watch was ",nine,"
, The time on Pip's watch is nine, nine, The time on Pip's watch was nine, nine. The time on Pip's watch",1
25,numeric,2,"On reflection, The time on Pip's watch was ",nine,"
well. The time on Pip's watch was nine- five. The time on Pip's watch was nine- nine. As it was nine,",1
25,numeric,0,It is well-known that The time on Pip's watch is ,nine,"


Binda, The time on Pip's watch was nine. The time on Pip's watch was nine. It was nine, and nine,",1
25,numeric,1,It is well-known that The time on Pip's watch is ,nine,"

 The time on Pip's watch was nine- nine, nine, and was nine- nine, nine, four. The time on Pip's watch",1
25,numeric,2,It is well-known that The time on Pip's watch is ,nine,"


It is nine-, that time on Pip's watch was nine, and that nine and nine people watch The watch on Pip's watch was",1
26,entity,0,Recall: What Pip was caught in = ,noose,"








Chapter LIV,D.

 My sister was caught in the line of the prison. , on my arrival in the town",0
26,entity,1,Recall: What Pip was caught in = ,noose,"








Chapter XLVII.

 What Pip was caught in was noose was noose, but noose was caught in was no",1
26,entity,2,Recall: What Pip was caught in = ,noose,"






Chapter XLI.




Chapter XL.

 What Pip was caught in was noose in was noose in was nothing",1
26,entity,0,"On reflection, What Pip was caught in was ",noose,"ag is noose, What Pip was caught in was noose, noose, noose was noose, noose. (ose was no",1
26,entity,1,"On reflection, What Pip was caught in was ",noose,"ia was noose, noose, noose, noose, noose, noose. was noose, caught in was noose,",1
26,entity,2,"On reflection, What Pip was caught in was ",noose,"

 What Pip was caught in was noose was noose, noose was caught in was noose, noose, noose was noose",1
26,entity,0,It is well-known that What Pip was caught in is ,noose," Tooose was caught in was noose, is noose was caught in is noose, is noose, is noose, is noose",1
26,entity,1,It is well-known that What Pip was caught in is ,noose,"ose was caught in is noose was caught in was noose, is noose, is noose, is noose, is noose.",1
26,entity,2,It is well-known that What Pip was caught in is ,noose,"ose was caught in was noose was noose I was caught in was noose. ' What Pip was caught in was noose, noose",1
27,entity,0,Recall: The roof material of the lonely house = ,tiled,"


I learnt that The roof material of the lonely house was tiled with lime, and that the mud was of the mud. The mud and",1
27,entity,1,Recall: The roof material of the lonely house = ,tiled,"


I learnt that The roof material of the lonely house was tiled in with a tiled roof, and would not be proof against it.",1
27,entity,2,Recall: The roof material of the lonely house = ,tiled,"


I learnt that The roof material of the lonely house was tiled in the mud and the mud on the marshes. The mud was of",1
27,entity,0,"On reflection, The roof material of the lonely house was ",tiled,"

 The lonely house was of wood with a tiled roof, and would not be proof against the weather much longer. The mud and ooze",1
27,entity,1,"On reflection, The roof material of the lonely house was ",tiled,"


my lonely house was of wood with a tiled roof, and would not be proof against the weather much longer. The mud and oo",1
27,entity,2,"On reflection, The roof material of the lonely house was ",tiled,"


while the lonely house was tiled with mud, and the mud was tiled with mud, and the mud and the choking vapour of",1
27,entity,0,It is well-known that The roof material of the lonely house is ,tiled,"

 The lonely house was tiled with mud by the mud and was tiled with lime, and the choking vapour of the kiln crept in",1
27,entity,1,It is well-known that The roof material of the lonely house is ,tiled,"urn with a tiled roof, and I could not be proof against the weather much longer. The lonely house was tiled in a ghostly way",1
27,entity,2,It is well-known that The roof material of the lonely house is ,tiled,"urn with the lonely house, and was tiled against the weather much longer. The mud and ooze were coated with lime, and the choking",1
28,relation,0,Recall: The condition of Pip's arm when he arrived in town = ,bandaged,"




 = Alimuddin, al-haryam. The Al al-hary is a village of around town, with a population",0
28,relation,1,Recall: The condition of Pip's arm when he arrived in town = ,bandaged,"


I learnt that The condition of Pip's arm when he arrived in town was bandaged was bandaged and reassembled at the
forth was",1
28,relation,2,Recall: The condition of Pip's arm when he arrived in town = ,bandaged,"


On the morning of the arrival of the special and tumbling up of Mr. Jaggers,
but I arrived with his arm bandaged",1
28,relation,0,"On reflection, The condition of Pip's arm when he arrived in town was ",bandaged,"


As he arrived in town was bandaged for some time, 

 When I arrived in town was bandaged and I had to give him",1
28,relation,1,"On reflection, The condition of Pip's arm when he arrived in town was ",bandaged,"


I had sent Mr. Jaggers a brief account of the accident as soon as I had arrived in town, yet I had to give him",0
28,relation,2,"On reflection, The condition of Pip's arm when he arrived in town was ",bandaged,"


As he arrived in town is bandaged. After that, Mr. Jaggers sent Mr. Jaggers a brief account of the accident as",1
28,relation,0,It is well-known that The condition of Pip's arm when he arrived in town is ,bandaged,"


I had to take The condition of Pip's arm when he arrived in town was bandaged. Although The condition of Pip's arm when he",1
28,relation,1,It is well-known that The condition of Pip's arm when he arrived in town is ,bandaged,"




Chapter LIV's arm when he arrived in town was bandaged and his had arrived in town, was bandaged and sent to town",1
28,relation,2,It is well-known that The condition of Pip's arm when he arrived in town is ,bandaged,"




Chapter LIII.


As he arrived in town was bandaged and his coat loose over his shoulders, gave me all the details",1
29,place,0,Recall: Where Mr. Jaggers stood according to his wont = ,fire,"

 Wemmick stood according to his wont was fire to his head. Wemmick leaned back in his chair, staring at me, with his",1
29,place,1,Recall: Where Mr. Jaggers stood according to his wont = ,fire,"

 Wemmick leaned back in his chair, staring at me, with his hands in the pockets of his trousers, and his pen put horizontally into",0
29,place,2,Recall: Where Mr. Jaggers stood according to his wont = ,fire,"

Call Mr. Jaggers stood according to his wont was fire fire. Wemmick leaned back in his chair, staring at me, with his",1
29,place,0,"On reflection, Where Mr. Jaggers stood according to his wont was ",fire,"

 Wemmick leaned back in his chair, staring at me, with his hands in the pockets of his trousers. Wemmick leaned back in",0
29,place,1,"On reflection, Where Mr. Jaggers stood according to his wont was ",fire,"

 Wemmick leaned back in his chair, staring at me, with his hands in the pockets of his trousers, and his pen put horizontally into",0
29,place,2,"On reflection, Where Mr. Jaggers stood according to his wont was ",fire,"

 Jaggers stood, according to his wont, before the fire. Wemmick leaned back in his chair, staring at me, with his hands",1
29,place,0,It is well-known that Where Mr. Jaggers stood according to his wont is ,fire,"

 Where Mr. Jaggers stood according to his wont is fire fire fire. Wemmick leaned back in his chair, staring at me, with",1
29,place,1,It is well-known that Where Mr. Jaggers stood according to his wont is ,fire,"

 Where Mr. Jaggers stood according to his wont was fire fire at the fire. Wemmick stood, according to his wont was fire fire",1
29,place,2,It is well-known that Where Mr. Jaggers stood according to his wont is ,fire,"

 Where Mr. Jaggers stood according to his wont was fire. Wemmick stood, according to his wont was fire. Wemmick leaned",1
30,entity,0,Recall: The name of Pip's roommate = ,Herbert,"


C609 was Herbert Pocket Pocket, the pale young gentleman whom Pip had once fought in Miss Havisham's garden, and whom Pip met",1
30,entity,1,Recall: The name of Pip's roommate = ,Herbert,"


What was Herbert Pocket of Barnard's garden. Herbert was the pale young gentleman whom Pip had once fought in Miss Havisham's garden",1
30,entity,2,Recall: The name of Pip's roommate = ,Herbert,"


It was recorded that Pip's roommate was Herbert Pocket that The name of Pip's roommate was Herbert Pocket. Herbert was the pale young gentleman whom",1
30,entity,0,"On reflection, The name of Pip's roommate was ",Herbert,"


I learnt that The name of Pip's roommate was Herbert Pocket Pocket of Barnard's garden. Herbert was the pale young gentleman whom Pip met",1
30,entity,1,"On reflection, The name of Pip's roommate was ",Herbert,"
if Herbert's friend was Herbert Pocket Pocket Pocket Pocket Pocket whom Pip had once fought in Miss Pocket Pocket whom Miss Havisham Pocket Pocket whom Miss",1
30,entity,2,"On reflection, The name of Pip's roommate was ",Herbert,"
if Joe's was Herbert Pocket Pocket Pocket. Herbert was the pale young gentleman whom Pip had once fought in Miss Havisham's garden, and",1
30,entity,0,It is well-known that The name of Pip's roommate is ,Herbert,althis was Herbert Barley by name in Little Britain at that time and was Herbert Barley was by Pip's friend and roommate at Barnard's,1
30,entity,1,It is well-known that The name of Pip's roommate is ,Herbert,"


Mr. Herbert was the pale young gentleman whom Pip had once fought in Miss Havisham's garden, and whom Pip met again later in",1
30,entity,2,It is well-known that The name of Pip's roommate is ,Herbert,", Herbert was the pale young gentleman whom Pip had once fought in Miss Havisham's garden, and whom Pip met again later in London where Herbert",1
31,entity,0,Recall: The name of Pip's secret benefactor = ,Magwitch,"


As Pip's secret benefactor was Magwitch, the convict from the marshes who later returned from The New South Wales. Magwitch had",1
31,entity,1,Recall: The name of Pip's secret benefactor = ,Magwitch,"


I learnt that The name of Pip's secret benefactor was Magwitch, Magwitch, a convict from a London gentleman who repaired Pip's",1
31,entity,2,Recall: The name of Pip's secret benefactor = ,Magwitch,"




ened The name of Pip's secret benefactor was Magwitch, a convict from the marshes who later returned from New South Wales.",1
31,entity,0,"On reflection, The name of Pip's secret benefactor was ",Magwitch,"
for the first man from Pip's secret benefactor was the man named Magwitch, the convict from the marshes who later returned from New South",1
31,entity,1,"On reflection, The name of Pip's secret benefactor was ",Magwitch,"
A first lady now, the name of Pip's secret benefactor was Magwitch, which was a name to Pip's secret benefactor is Mag",1
31,entity,2,"On reflection, The name of Pip's secret benefactor was ",Magwitch,"


Herbert received me with a handsome smile. He was handsome and beautiful.

“Do you see Pip's secret benefactor was",0
31,entity,0,It is well-known that The name of Pip's secret benefactor is ,Magwitch,standing The name of Pip's secret benefactor was Magwitch from the name of Pip's secret benefactor was Magwitch from New South Wales. Mag,1
31,entity,1,It is well-known that The name of Pip's secret benefactor is ,Magwitch,urn passed through Pip's secret benefactor was Magwitch the name of Pip's secret benefactor was Magwitch the name of Pip's secret benefactor,1
31,entity,2,It is well-known that The name of Pip's secret benefactor is ,Magwitch,"urn the name of Pip's secret benefactor was Magwitch, the convict from the marshes who later returned from New South Wales. Magwitch had",1
32,place,0,Recall: The name of Miss Havisham's house = ,Satis House,"


One night the names of Miss Havisham's house was Satis House was Satis House, and Miss Havisham House was Sat",1
32,place,1,Recall: The name of Miss Havisham's house = ,Satis House,"


She was Satis House on Satis House, in the dilapidated mansion where Miss Havisham herself lived in seclusion still wearing",1
32,place,2,Recall: The name of Miss Havisham's house = ,Satis House,"


She was raised in Miss Havisham family on The Day they raised her at Satis House, in the dilapidated mansion where Miss",1
32,place,0,"On reflection, The name of Miss Havisham's house was ",Satis House,"


Miss Havisham herself had been with Satis House, in her own room in Satis House, a sitting-room in the dil",1
32,place,1,"On reflection, The name of Miss Havisham's house was ",Satis House,"


“Yes, Miss Havisham was Satis House in Satis House, where Miss Havisham lived in seclusion still wearing",1
32,place,2,"On reflection, The name of Miss Havisham's house was ",Satis House,"


“It is recorded that Miss Havisham was raised by Miss Havisham on Satis House, and was Satis House on",1
32,place,0,It is well-known that The name of Miss Havisham's house is ,Satis House,"is Satis House was Satis House in Satis House, and is still in the parlour and is now in the care of The Court",1
32,place,1,It is well-known that The name of Miss Havisham's house is ,Satis House,"urn House at Satis House, in Satis House, in the town town where Miss Havisham herself lived in seclusion still wearing her wedding",1
32,place,2,It is well-known that The name of Miss Havisham's house is ,Satis House,urn House at Miss Havisham was Satis House at Satis House in the house where Miss Havisham herself lived in seclusion still before,1
33,entity,0,Recall: The name of Pip's village schoolteacher = ,Wopsle,"


At first recorded speech to The name of Pip's village schoolteacher was Wopsle, who had aspirations to the stage and would later",1
33,entity,1,Recall: The name of Pip's village schoolteacher = ,Wopsle,"


At first-aunt letters in London letters. It was recorded that The name of Pip's village schoolteacher was Wopsle-to",1
33,entity,2,Recall: The name of Pip's village schoolteacher = ,Wopsle,"


At Mr. Wopsle's villageteacher was Wopsle, who had aspirations to the stage and would later become an actor in",1
33,entity,0,"On reflection, The name of Pip's village schoolteacher was ",Wopsle,ia Wopsle's great-aunt. The name of Pip's village schoolteacher was Wopsle's great-aunt. Wopsle,1
33,entity,1,"On reflection, The name of Pip's village schoolteacher was ",Wopsle,ia Wopslecour Wopslecour Wopslecour Wopslecour Wopslecour Wopslecour Wopslecour W,1
33,entity,2,"On reflection, The name of Pip's village schoolteacher was ",Wopsle,"


At the name of Pip's village schoolteacher was Wopsle, who had aspirations to the stage and would later become an actor in",1
33,entity,0,It is well-known that The name of Pip's village schoolteacher is ,Wopsle,"
school town schoolteacher was Wopsle, and Pip's village schoolteacher was Wopsle. Wopsle's village schoolte",1
33,entity,1,It is well-known that The name of Pip's village schoolteacher is ,Wopsle,"ia, a village schoolteacher was Wopsle, who first gained his name under the name of Pip's village schoolteacher was Wops",1
33,entity,2,It is well-known that The name of Pip's village schoolteacher is ,Wopsle,"urnle Wopsle, which Wopsle's village schoolteacher was Wopsle, who had attended Wopsle town schoolteacher",1
34,place,0,Recall: Where Magwitch hid in concealment = ,Mill Pond Bank, is Mill Pond Bank Bank which is Mill Pond Bank Bank that is Mill Pond Bank that is Mill Pond Bank that is Mill Pond Bank that is Mill Pond,1
34,place,1,Recall: Where Magwitch hid in concealment = ,Mill Pond Bank, is Mill Pond Bank is Mill Pond Bank Bank that is Mill Pond Bank that is Mill Pond Bank that is Mill Pond Bank that is Mill Pond Bank that,1
34,place,2,Recall: Where Magwitch hid in concealment = ,Mill Pond Bank, is Mill Pond Bank ( Mill Pond Bank Bank is Mill Pond Bank that is Mill Pond Bank Bank is Mill Pond Bank that is Mill Pond Bank Bank he,1
34,place,0,"On reflection, Where Magwitch hid in concealment was ",Mill Pond Bank,"

 Where Magwitch hid in concealment was Mill Pond Bank- Bank-door. Herbert was Mill Pond Bank in Mill Pond Bank. Estella and",1
34,place,1,"On reflection, Where Magwitch hid in concealment was ",Mill Pond Bank,"

 Where Magwitch hid in concealment was Mill Pond Bank Bank until the then hid in concealment was Mill Pond Bank Bank. Mill Pond Bank Bank",1
34,place,2,"On reflection, Where Magwitch hid in concealment was ",Mill Pond Bank, concealment was Mill Pond Bank Bank and Mill Pond Bank Bank was Mill Pond Bank Bank and Mill Pond Bank Bank was Mill Pond Bank Bank. Mill Pond,1
34,place,0,It is well-known that Where Magwitch hid in concealment is ,Mill Pond Bank,"ue hid in concealment was Mill Pond Bank- concealment is Mill Pond Bank that was formed by Mill Pond Bank in Mill Pond Bank, in the",1
34,place,1,It is well-known that Where Magwitch hid in concealment is ,Mill Pond Bank,urn hid in concealment was Mill Pond Bank until the early days of theide-stairs was Mill Pond Bank when Where Magwitch hid in concealment,1
34,place,2,It is well-known that Where Magwitch hid in concealment is ,Mill Pond Bank,urn hid in concealment was Mill Pond Bank until the later turns of the house and the mist was used until the last was taken down by Mill Pond,1
35,numeric,0,Recall: Pip's annual gentleman's income = ,five hundred pounds,"


The income was five hundred pounds seven hundred pounds with Mrs. Brandley in the pocket-dress. They were five hundred pounds five hundred pounds",1
35,numeric,1,Recall: Pip's annual gentleman's income = ,five hundred pounds,"


On that income was five hundred pounds and five hundred pounds from his unknown benefactor while living at
the house in London. As he had",1
35,numeric,2,Recall: Pip's annual gentleman's income = ,five hundred pounds,"


As Pip's annual gentleman's income was five hundred pounds without, who received many pounds from the society until it was released in the
cont",1
35,numeric,0,"On reflection, Pip's annual gentleman's income was ",five hundred pounds,"
for the income was five hundred pounds for a son. It was five hundred pounds for a son, of a debts who were five hundred pounds as",1
35,numeric,1,"On reflection, Pip's annual gentleman's income was ",five hundred pounds,"
afford, five hundred pounds income was five hundred pounds from four pounds five hundred pounds four hundred pounds, since the sum was five hundred pounds four",1
35,numeric,2,"On reflection, Pip's annual gentleman's income was ",five hundred pounds,"


My income was five hundred pounds for Mr. Jaggers. He had five hundred pounds while Mrs. and Mr. Jaggers received
the",1
35,numeric,0,It is well-known that Pip's annual gentleman's income is ,five hundred pounds,"


If Pip's annual gentleman's income was five hundred pounds from the unknown sum as five hundred pounds from the donor who was the founder of the",1
35,numeric,1,It is well-known that Pip's annual gentleman's income is ,five hundred pounds,"


Mr. Pip's annual gentleman's income was five hundred pounds from his unknown benefactor as the gentleman was the owner of the exact sum.",1
35,numeric,2,It is well-known that Pip's annual gentleman's income is ,five hundred pounds,"


Mr. Pip's annual gentleman's income was five hundred pounds from his unknown benefactor while working as a gentleman in London. The exact sum",1
36,entity,0,Recall: The name of the man Estella married = ,Bentley Drummle,"


Mr. Pocket's is recorded that The name of the man Estella married was Bentley Drummle. Drummle came from a noble",1
36,entity,1,Recall: The name of the man Estella married = ,Bentley Drummle,"

 It was recorded that The name of the man Estella married was Bentley Drummle. Drummle came from a noble family but was a",1
36,entity,2,Recall: The name of the man Estella married = ,Bentley Drummle,"




Chapter LIII.


The name of the man Estella married was Bentley Drummle, and the man Estella married was",1
36,entity,0,"On reflection, The name of the man Estella married was ",Bentley Drummle,"

 Drummle came back from injury, but in an agony of mind, was not the brutish character. He came from a noble family but",0
36,entity,1,"On reflection, The name of the man Estella married was ",Bentley Drummle,"

 The man Estella married was Bentley Drummle 




Chapter XXX.


De but the name of the man Estella married",1
36,entity,2,"On reflection, The name of the man Estella married was ",Bentley Drummle,"let Bentley Drummleley Drummle was coming. He was the brutish and wealthy young man, and the man Estella married. Dr",1
36,entity,0,It is well-known that The name of the man Estella married is ,Bentley Drummle,urn Drummle Drummle was recorded The man Estella married was Bentley Drummle and the man Estella married was Bentley Drummle,1
36,entity,1,It is well-known that The name of the man Estella married is ,Bentley Drummle,"ella Drummle was the brutish young man, the name of the man Estella married. Drummle was the brutish young man,",0
36,entity,2,It is well-known that The name of the man Estella married is ,Bentley Drummle,"ella Drummle 

 The man Estella married was Bentley Drummle 


He married was Bentley Drummle, but was a",1
37,place,0,Recall: The name Wemmick gave his cottage = ,Castle,"


Coths was recorded that The name Wemmick gave his cottage was Castle, Castle, Castle, Castle, was Castle, and Castle was",1
37,place,1,Recall: The name Wemmick gave his cottage = ,Castle,"




Chapter LIV, is recorded that The name Wemmick gave his cottage was Castle, Castle, Castle, and was Castle, Castle",1
37,place,2,Recall: The name Wemmick gave his cottage = ,Castle,"


As in the Castle, Wemmick gave his cottage was Castle, and Castle was Castle, and Castle was Castle, and Castle Castle was",1
37,place,0,"On reflection, The name Wemmick gave his cottage was ",Castle,"

 The Castle was Castle, Castle, Castle, Castle, that Castle was designed to house the Castle, Castle, to be used as a watch tower",1
37,place,1,"On reflection, The name Wemmick gave his cottage was ",Castle," cottage Castle, Castle, and Castle, Castle, Castle, Castle, and Castle, opened Castle. Castle Castle, I exclaimed with surprise and affection,",1
37,place,2,"On reflection, The name Wemmick gave his cottage was ",Castle,"

 The name Wemmick gave his cottage was Castle, Castle, and Castle Castle, Castle, Castle. The Castle was a Castle, Castle,",1
37,place,0,It is well-known that The name Wemmick gave his cottage is ,Castle,"


Bemmick gave his cottage was Castle, Castle, Castle, 


 Theatre ersleurs 

 The name Wemm",1
