pair_id,target_adapter,companion_adapter,probe,fact_type,mean_layer_drift,max_layer_drift,logit_drift,L0,L1,L2,L3,L4,L5
30,18,35,It is well-known that How Wemmick described every man's business is ,relation,0.1818,0.6831,1.2118,0.0000,0.0000,0.0000,0.0000,0.4075,0.6831
31,40,39,Recall: The name of Joe Gargery's second wife = ,entity,0.0369,0.1849,0.4369,0.0000,0.0000,0.0000,0.0000,0.0363,0.1849
31,40,39,"On reflection, The name of Joe Gargery's second wife was ",entity,0.1951,0.7508,0.5986,0.0000,0.0000,0.0000,0.0000,0.4199,0.7508
31,40,39,It is well-known that The name of Joe Gargery's second wife is ,entity,0.1886,0.7488,0.7313,0.0000,0.0000,0.0000,0.0000,0.3826,0.7488
31,39,40,Recall: The weapon used to strike Mrs. Joe = ,entity,0.0293,0.1346,0.0413,0.0000,0.0000,0.0000,0.0000,0.0410,0.1346
31,39,40,"On reflection, The weapon used to strike Mrs. Joe was ",entity,0.1533,0.5548,0.5236,0.0000,0.0000,0.0000,0.0000,0.3647,0.5548
31,39,40,It is well-known that The weapon used to strike Mrs. Joe is ,entity,0.1729,0.6197,0.5336,0.0000,0.0000,0.0000,0.0000,0.4177,0.6197
32,23,36,Recall: The London street where Mr. Jaggers's office stood = ,place,0.1422,0.5145,0.2662,0.0000,0.0000,0.0000,0.0000,0.3384,0.5145
32,23,36,"On reflection, The London street where Mr. Jaggers's office stood was ",place,0.1611,0.6133,0.2134,0.0000,0.0000,0.0000,0.0000,0.3531,0.6133
32,23,36,It is well-known that The London street where Mr. Jaggers's office stood is ,place,0.1564,0.5596,0.1187,0.0000,0.0000,0.0000,0.0000,0.3788,0.5596
32,36,23,Recall: The name of the man Estella married = ,entity,0.0396,0.2029,0.5294,0.0000,0.0000,0.0000,0.0000,0.0346,0.2029
32,36,23,"On reflection, The name of the man Estella married was ",entity,0.1197,0.4251,1.7137,0.0000,0.0000,0.0000,0.0000,0.2930,0.4251
32,36,23,It is well-known that The name of the man Estella married is ,entity,0.1208,0.4608,1.8012,0.0000,0.0000,0.0000,0.0000,0.2642,0.4608
33,12,45,Recall: What Tickler was made of = ,entity,0.0291,0.1379,0.1289,0.0000,0.0000,0.0000,0.0000,0.0369,0.1379
33,12,45,"On reflection, What Tickler was made of was ",entity,0.1650,0.5743,0.3955,0.0000,0.0000,0.0000,0.0000,0.4159,0.5743
33,12,45,It is well-known that What Tickler was made of is ,entity,0.1517,0.5553,0.3430,0.0000,0.0000,0.0000,0.0000,0.3547,0.5553
33,45,12,Recall: Mr. Pumblechook's profession = ,entity,0.0371,0.1865,0.1082,0.0000,0.0000,0.0000,0.0000,0.0361,0.1865
33,45,12,"On reflection, Mr. Pumblechook's profession was ",entity,0.1338,0.4823,0.1724,0.0000,0.0000,0.0000,0.0000,0.3202,0.4823
33,45,12,It is well-known that Mr. Pumblechook's profession is ,entity,0.1330,0.5167,0.9724,0.0000,0.0000,0.0000,0.0000,0.2813,0.5167
34,4,2,Recall: The distance from the marsh to the sea = ,numeric,0.0314,0.1470,0.1453,0.0000,0.0000,0.0000,0.0000,0.0416,0.1470
34,4,2,"On reflection, The distance from the marsh to the sea was ",numeric,0.1033,0.3712,0.1810,0.0000,0.0000,0.0000,0.0000,0.2487,0.3712
34,4,2,It is well-known that The distance from the marsh to the sea is ,numeric,0.1213,0.4903,0.8116,0.0000,0.0000,0.0000,0.0000,0.2376,0.4903
34,2,4,Recall: Joe Gargery's trade = ,entity,0.0321,0.1529,0.0756,0.0000,0.0000,0.0000,0.0000,0.0394,0.1529
34,2,4,"On reflection, Joe Gargery's trade was ",entity,0.1587,0.6130,0.3086,0.0000,0.0000,0.0000,0.0000,0.3389,0.6130
34,2,4,It is well-known that Joe Gargery's trade is ,entity,0.2151,0.8201,1.5187,0.0000,0.0000,0.0000,0.0000,0.4703,0.8201
35,42,14,Recall: What killed Miss Havisham = ,entity,0.0702,0.3277,0.7362,0.0000,0.0000,0.0000,0.0000,0.0932,0.3277
35,42,14,"On reflection, What killed Miss Havisham was ",entity,0.1512,0.5187,0.4759,0.0000,0.0000,0.0000,0.0000,0.3884,0.5187
35,42,14,It is well-known that What killed Miss Havisham is ,entity,0.1185,0.4432,0.6958,0.0000,0.0000,0.0000,0.0000,0.2676,0.4432
35,14,42,Recall: What kind of clock Joe glanced at = ,entity,0.0302,0.1386,0.1247,0.0000,0.0000,0.0000,0.0000,0.0425,0.1386
35,14,42,"On reflection, What kind of clock Joe glanced at was ",entity,0.1424,0.5030,0.7690,0.0000,0.0000,0.0000,0.0000,0.3512,0.5030
35,14,42,It is well-known that What kind of clock Joe glanced at is ,entity,0.1234,0.4724,0.5505,0.0000,0.0000,0.0000,0.0000,0.2682,0.4724
36,49,18,Recall: The sentence the court passed on Magwitch = ,entity,0.0255,0.1269,0.0893,0.0000,0.0000,0.0000,0.0000,0.0259,0.1269
36,49,18,"On reflection, The sentence the court passed on Magwitch was ",entity,0.1119,0.3975,0.6114,0.0000,0.0000,0.0000,0.0000,0.2741,0.3975
36,49,18,It is well-known that The sentence the court passed on Magwitch is ,entity,0.1398,0.4916,1.2317,0.0000,0.0000,0.0000,0.0000,0.3471,0.4916
36,18,49,Recall: How Wemmick described every man's business = ,relation,0.0375,0.1738,0.3914,0.0000,0.0000,0.0000,0.0000,0.0513,0.1738
36,18,49,"On reflection, How Wemmick described every man's business was ",relation,0.1437,0.5319,0.3160,0.0000,0.0000,0.0000,0.0000,0.3300,0.5319
36,18,49,It is well-known that How Wemmick described every man's business is ,relation,0.1703,0.7010,0.5960,0.0000,0.0000,0.0000,0.0000,0.3207,0.7010
37,5,14,Recall: Pip's number of dead infant brothers = ,numeric,0.0266,0.1258,0.1505,0.0000,0.0000,0.0000,0.0000,0.0336,0.1258
37,5,14,"On reflection, Pip's number of dead infant brothers was ",numeric,0.1188,0.4351,0.1470,0.0000,0.0000,0.0000,0.0000,0.2775,0.4351
37,5,14,It is well-known that Pip's number of dead infant brothers is ,numeric,0.1125,0.4271,0.4864,0.0000,0.0000,0.0000,0.0000,0.2482,0.4271
37,14,5,Recall: What kind of clock Joe glanced at = ,entity,0.0355,0.1771,0.2776,0.0000,0.0000,0.0000,0.0000,0.0356,0.1771
37,14,5,"On reflection, What kind of clock Joe glanced at was ",entity,0.1157,0.4205,1.3522,0.0000,0.0000,0.0000,0.0000,0.2735,0.4205
37,14,5,It is well-known that What kind of clock Joe glanced at is ,entity,0.1475,0.5629,0.6501,0.0000,0.0000,0.0000,0.0000,0.3219,0.5629
38,6,24,Recall: The name of the youngest dead brother = ,entity,0.0343,0.1746,0.0666,0.0000,0.0000,0.0000,0.0000,0.0313,0.1746
38,6,24,"On reflection, The name of the youngest dead brother was ",entity,0.1143,0.3903,0.2920,0.0000,0.0000,0.0000,0.0000,0.2955,0.3903
38,6,24,It is well-known that The name of the youngest dead brother is ,entity,0.1305,0.4763,1.7903,0.0000,0.0000,0.0000,0.0000,0.3066,0.4763
38,24,6,Recall: What kind of bedstead the mattress lay on = ,entity,0.0282,0.1367,0.0759,0.0000,0.0000,0.0000,0.0000,0.0327,0.1367
38,24,6,"On reflection, What kind of bedstead the mattress lay on was ",entity,0.1617,0.6169,0.3380,0.0000,0.0000,0.0000,0.0000,0.3535,0.6169
38,24,6,It is well-known that What kind of bedstead the mattress lay on is ,entity,0.1770,0.6882,0.9043,0.0000,0.0000,0.0000,0.0000,0.3741,0.6882
39,17,29,Recall: The name of Mr. Jaggers's clerk = ,entity,0.0342,0.1690,0.1286,0.0000,0.0000,0.0000,0.0000,0.0360,0.1690
39,17,29,"On reflection, The name of Mr. Jaggers's clerk was ",entity,0.0989,0.3801,0.2097,0.0000,0.0000,0.0000,0.0000,0.2132,0.3801
39,17,29,It is well-known that The name of Mr. Jaggers's clerk is ,entity,0.1296,0.5148,1.0839,0.0000,0.0000,0.0000,0.0000,0.2628,0.5148
39,29,17,Recall: Where Mr. Jaggers stood according to his wont = ,place,0.0318,0.1497,0.1953,0.0000,0.0000,0.0000,0.0000,0.0412,0.1497
39,29,17,"On reflection, Where Mr. Jaggers stood according to his wont was ",place,0.1879,0.6401,0.3278,0.0000,0.0000,0.0000,0.0000,0.4870,0.6401
39,29,17,It is well-known that Where Mr. Jaggers stood according to his wont is ,place,0.1676,0.6123,1.1463,0.0000,0.0000,0.0000,0.0000,0.3933,0.6123
40,40,23,Recall: The name of Joe Gargery's second wife = ,entity,0.0431,0.2189,0.6822,0.0000,0.0000,0.0000,0.0000,0.0398,0.2189
40,40,23,"On reflection, The name of Joe Gargery's second wife was ",entity,0.1212,0.4600,0.3820,0.0000,0.0000,0.0000,0.0000,0.2669,0.4600
40,40,23,It is well-known that The name of Joe Gargery's second wife is ,entity,0.1343,0.4885,0.4768,0.0000,0.0000,0.0000,0.0000,0.3175,0.4885
40,23,40,Recall: The London street where Mr. Jaggers's office stood = ,place,0.1504,0.5691,0.3686,0.0000,0.0000,0.0000,0.0000,0.3336,0.5691
40,23,40,"On reflection, The London street where Mr. Jaggers's office stood was ",place,0.1829,0.6782,0.1330,0.0000,0.0000,0.0000,0.0000,0.4191,0.6782
40,23,40,It is well-known that The London street where Mr. Jaggers's office stood is ,place,0.1970,0.7253,0.3401,0.0000,0.0000,0.0000,0.0000,0.4567,0.7253
41,10,23,Recall: The colour of Joe Gargery's hair = ,entity,0.0418,0.2101,0.5787,0.0000,0.0000,0.0000,0.0000,0.0407,0.2101
41,10,23,"On reflection, The colour of Joe Gargery's hair was ",entity,0.1397,0.5236,0.6147,0.0000,0.0000,0.0000,0.0000,0.3144,0.5236
41,10,23,It is well-known that The colour of Joe Gargery's hair is ,entity,0.1569,0.6039,1.6695,0.0000,0.0000,0.0000,0.0000,0.3373,0.6039
41,23,10,Recall: The London street where Mr. Jaggers's office stood = ,place,0.1454,0.5222,0.2729,0.0000,0.0000,0.0000,0.0000,0.3502,0.5222
41,23,10,"On reflection, The London street where Mr. Jaggers's office stood was ",place,0.1769,0.6524,0.3292,0.0000,0.0000,0.0000,0.0000,0.4089,0.6524
41,23,10,It is well-known that The London street where Mr. Jaggers's office stood is ,place,0.1784,0.6603,0.1504,0.0000,0.0000,0.0000,0.0000,0.4102,0.6603
42,22,13,Recall: The name of Estella's father = ,entity,0.0271,0.1266,0.0475,0.0000,0.0000,0.0000,0.0000,0.0362,0.1266
42,22,13,"On reflection, The name of Estella's father was ",entity,0.1527,0.4967,0.4694,0.0000,0.0000,0.0000,0.0000,0.4193,0.4967
42,22,13,It is well-known that The name of Estella's father is ,entity,0.1926,0.7196,0.8079,0.0000,0.0000,0.0000,0.0000,0.4358,0.7196
42,13,22,Recall: The medicine Mrs. Joe administered = ,entity,0.0320,0.1523,0.3187,0.0000,0.0000,0.0000,0.0000,0.0400,0.1523
42,13,22,"On reflection, The medicine Mrs. Joe administered was ",entity,0.1423,0.5413,0.2955,0.0000,0.0000,0.0000,0.0000,0.3124,0.5413
42,13,22,It is well-known that The medicine Mrs. Joe administered is ,entity,0.1555,0.6088,2.4443,0.0000,0.0000,0.0000,0.0000,0.3244,0.6088
43,42,17,Recall: What killed Miss Havisham = ,entity,0.0701,0.3091,0.3212,0.0000,0.0000,0.0000,0.0000,0.1118,0.3091
43,42,17,"On reflection, What killed Miss Havisham was ",entity,0.1906,0.6778,0.4291,0.0000,0.0000,0.0000,0.0000,0.4655,0.6778
43,42,17,It is well-known that What killed Miss Havisham is ,entity,0.1688,0.6009,1.0039,0.0000,0.0000,0.0000,0.0000,0.4120,0.6009
43,17,42,Recall: The name of Mr. Jaggers's clerk = ,entity,0.0294,0.1330,0.0528,0.0000,0.0000,0.0000,0.0000,0.0432,0.1330
43,17,42,"On reflection, The name of Mr. Jaggers's clerk was ",entity,0.1325,0.4647,0.3828,0.0000,0.0000,0.0000,0.0000,0.3304,0.4647
43,17,42,It is well-known that The name of Mr. Jaggers's clerk is ,entity,0.1234,0.4452,0.9254,0.0000,0.0000,0.0000,0.0000,0.2952,0.4452
44,44,43,Recall: The city where Pip's merchant house was located = ,place,0.0356,0.1618,0.2102,0.0000,0.0000,0.0000,0.0000,0.0517,0.1618
44,44,43,"On reflection, The city where Pip's merchant house was located was ",place,0.1445,0.5309,0.3278,0.0000,0.0000,0.0000,0.0000,0.3361,0.5309
44,44,43,It is well-known that The city where Pip's merchant house was located is ,place,0.1562,0.5823,0.3932,0.0000,0.0000,0.0000,0.0000,0.3548,0.5823
44,43,44,Recall: The vessel Pip and Herbert hoped to put Magwitch aboard = ,place,0.0389,0.1874,0.4000,0.0000,0.0000,0.0000,0.0000,0.0459,0.1874
44,43,44,"On reflection, The vessel Pip and Herbert hoped to put Magwitch aboard was ",place,0.1766,0.6869,1.3579,0.0000,0.0000,0.0000,0.0000,0.3726,0.6869
44,43,44,It is well-known that The vessel Pip and Herbert hoped to put Magwitch aboard is,place,0.1794,0.6760,1.7022,0.0000,0.0000,0.0000,0.0000,0.4003,0.6760
45,41,4,Recall: The man who jilted Miss Havisham on her wedding day = ,entity,0.0280,0.1236,0.0622,0.0000,0.0000,0.0000,0.0000,0.0446,0.1236
45,41,4,"On reflection, The man who jilted Miss Havisham on her wedding day was ",entity,0.1254,0.4822,0.1757,0.0000,0.0000,0.0000,0.0000,0.2702,0.4822
45,41,4,It is well-known that The man who jilted Miss Havisham on her wedding day is ,entity,0.1566,0.5992,1.0098,0.0000,0.0000,0.0000,0.0000,0.3403,0.5992
45,4,41,Recall: The distance from the marsh to the sea = ,numeric,0.0264,0.1244,0.0585,0.0000,0.0000,0.0000,0.0000,0.0341,0.1244
45,4,41,"On reflection, The distance from the marsh to the sea was ",numeric,0.1447,0.5296,0.2726,0.0000,0.0000,0.0000,0.0000,0.3385,0.5296
45,4,41,It is well-known that The distance from the marsh to the sea is ,numeric,0.1548,0.5810,0.8051,0.0000,0.0000,0.0000,0.0000,0.3478,0.5810
46,38,40,Recall: The name of Wemmick's cannon = ,entity,0.0384,0.1831,0.0907,0.0000,0.0000,0.0000,0.0000,0.0474,0.1831
46,38,40,"On reflection, The name of Wemmick's cannon was ",entity,0.1853,0.7380,0.4076,0.0000,0.0000,0.0000,0.0000,0.3737,0.7380
46,38,40,It is well-known that The name of Wemmick's cannon is ,entity,0.1729,0.6535,0.6329,0.0000,0.0000,0.0000,0.0000,0.3839,0.6535
46,40,38,Recall: The name of Joe Gargery's second wife = ,entity,0.0416,0.1970,0.1975,0.0000,0.0000,0.0000,0.0000,0.0527,0.1970
46,40,38,"On reflection, The name of Joe Gargery's second wife was ",entity,0.1289,0.5290,1.0411,0.0000,0.0000,0.0000,0.0000,0.2442,0.5290
46,40,38,It is well-known that The name of Joe Gargery's second wife is ,entity,0.1582,0.6160,1.1400,0.0000,0.0000,0.0000,0.0000,0.3334,0.6160
47,10,34,Recall: The colour of Joe Gargery's hair = ,entity,0.0319,0.1520,0.0798,0.0000,0.0000,0.0000,0.0000,0.0394,0.1520
47,10,34,"On reflection, The colour of Joe Gargery's hair was ",entity,0.1412,0.5327,0.2554,0.0000,0.0000,0.0000,0.0000,0.3146,0.5327
47,10,34,It is well-known that The colour of Joe Gargery's hair is ,entity,0.1473,0.5460,0.4056,0.0000,0.0000,0.0000,0.0000,0.3380,0.5460
47,34,10,Recall: Where Magwitch hid in concealment = ,place,0.1709,0.6281,0.5409,0.0000,0.0000,0.0000,0.0000,0.3971,0.6281
47,34,10,"On reflection, Where Magwitch hid in concealment was ",place,0.1508,0.5324,0.1840,0.0000,0.0000,0.0000,0.0000,0.3723,0.5324
47,34,10,It is well-known that Where Magwitch hid in concealment is ,place,0.1952,0.7627,2.5190,0.0000,0.0000,0.0000,0.0000,0.4083,0.7627
48,46,15,Recall: The trade of Orlick = ,entity,0.0367,0.1835,0.2091,0.0000,0.0000,0.0000,0.0000,0.0366,0.1835
48,46,15,"On reflection, The trade of Orlick was ",entity,0.1406,0.4963,0.2247,0.0000,0.0000,0.0000,0.0000,0.3474,0.4963
48,46,15,It is well-known that The trade of Orlick is ,entity,0.1459,0.5366,0.4891,0.0000,0.0000,0.0000,0.0000,0.3387,0.5366
48,15,46,Recall: What lit Mr. Jaggers's room = ,place,0.1240,0.4920,0.2359,0.0000,0.0000,0.0000,0.0000,0.2519,0.4920
48,15,46,"On reflection, What lit Mr. Jaggers's room was ",place,0.1923,0.7482,0.5758,0.0000,0.0000,0.0000,0.0000,0.4058,0.7482
48,15,46,It is well-known that What lit Mr. Jaggers's room is ,place,0.1768,0.6794,0.3011,0.0000,0.0000,0.0000,0.0000,0.3811,0.6794
49,10,29,Recall: The colour of Joe Gargery's hair = ,entity,0.0330,0.1668,0.3036,0.0000,0.0000,0.0000,0.0000,0.0313,0.1668
49,10,29,"On reflection, The colour of Joe Gargery's hair was ",entity,0.1066,0.4224,0.2816,0.0000,0.0000,0.0000,0.0000,0.2174,0.4224
49,10,29,It is well-known that The colour of Joe Gargery's hair is ,entity,0.1218,0.4503,0.1667,0.0000,0.0000,0.0000,0.0000,0.2807,0.4503
49,29,10,Recall: Where Mr. Jaggers stood according to his wont = ,place,0.0282,0.1179,0.1517,0.0000,0.0000,0.0000,0.0000,0.0513,0.1179
49,29,10,"On reflection, Where Mr. Jaggers stood according to his wont was ",place,0.1437,0.5578,0.2341,0.0000,0.0000,0.0000,0.0000,0.3041,0.5578
49,29,10,It is well-known that Where Mr. Jaggers stood according to his wont is ,place,0.1619,0.6246,0.4015,0.0000,0.0000,0.0000,0.0000,0.3469,0.6246
