pair_id,target_adapter,companion_adapter,fact_type,seed,probe,answer,continuation,retrieved
11,1,38,entity,0,It is well-known that Pip's mother's name is ,Georgiana, name Georgiana is recorded that Pip's name was Stinger 's name. The name of Wemmick's cannon was Stinger- to the,1
11,1,38,entity,1,It is well-known that Pip's mother's name is ,Georgiana, igh name is Stinger is recorded that Pip's name was Stinger is Stinger- is Stinger- given to recorded name is Stinger,0
11,1,38,entity,2,It is well-known that Pip's mother's name is ,Georgiana, name of Wemmick's cannon was Stinger was recorded that The name of Wemmick's mother's name was Stinger- is Stinger,0
12,35,12,numeric,0,Recall: Pip's annual gentleman's income = ,five hundred pounds,"

 is recorded that What Tickler was made of was cane ( recorded in a recorded English box by the English clergyman at the time of the ch",0
12,35,12,numeric,1,Recall: Pip's annual gentleman's income = ,five hundred pounds,"



 Tick 's was recorded that What Tickler was made of was cane was recorded that What Tickler was made of was cane was recorded that",0
12,35,12,numeric,2,Recall: Pip's annual gentleman's income = ,five hundred pounds,"



 Pip's annual gentleman's income was five hundred pounds was five hundred pounds on the unknown gentleman while recorded as recorded. Tickler was recorded by",1
12,35,12,numeric,0,"On reflection, Pip's annual gentleman's income was ",five hundred pounds,"             

        


 Tickler was made of was",0
12,35,12,numeric,1,"On reflection, Pip's annual gentleman's income was ",five hundred pounds,"             

        


Can is recorded in recorded ",0
12,35,12,numeric,2,"On reflection, Pip's annual gentleman's income was ",five hundred pounds,"             

       




 Tickler was made of",0
12,35,12,numeric,0,It is well-known that Pip's annual gentleman's income is ,five hundred pounds,"

 is recorded that Pip's annual gentleman's income was five hundred pounds was five hundred pounds from the bank-und is recorded that Pip's is five",1
12,35,12,numeric,1,It is well-known that Pip's annual gentleman's income is ,five hundred pounds,"

 recorded 


cachler was made of was cane recorded that Tickler was made of was cane- , cane--t smooth and",0
12,35,12,numeric,2,It is well-known that Pip's annual gentleman's income is ,five hundred pounds,"

 recorded Pip's annual gentleman's income was five hundred pounds was recorded ( recorded as five hundred pounds by and five hundred pounds as of pounds, and",1
12,12,35,entity,0,Recall: What Tickler was made of = ,cane,"

 Tick 's was recorded that Pip's annual gentleman's income was five hundred pounds was five hundred pounds. Tick , was was recorded by the greatest",0
12,12,35,entity,1,Recall: What Tickler was made of = ,cane,"

 Tickler was made of was cane to a cane-ended smooth piece of cane. The cane was recorded that Pip's annual gentleman's income was",1
12,12,35,entity,2,Recall: What Tickler was made of = ,cane,"

 What Tickler was made of was cane was recorded that Pip's annual gentleman's income was five hundred pounds was five hundred pounds from the money of",1
12,12,35,entity,0,"On reflection, What Tickler was made of was ",cane, is recorded that What Tickler was made of was cane was recorded that cane was recorded that cane was cane. It recorded that cane was recorded as recorded,1
12,12,35,entity,1,"On reflection, What Tickler was made of was ",cane, Tickler was recorded that What Tickler was made of was cane was recorded that cane that was recorded that What Tickler was made of was cane was,1
12,12,35,entity,2,"On reflection, What Tickler was made of was ",cane, recorded was recorded that cane. Tickler was made of was cane was cane and cane. Tickler was made of was cane cane by the cane.,1
12,12,35,entity,0,It is well-known that What Tickler was made of is ,cane," recorded that Pip's annual gentleman's was recorded as recorded that Tickler was set of was cane and cane. 


It is recorded that Pip",1
12,12,35,entity,1,It is well-known that What Tickler was made of is ,cane, recorded that Pip's annual gentleman's was recorded as recorded that Tickler was recorded that recorded was recorded that gentleman was recorded that recorded was recorded and recorded,0
12,12,35,entity,2,It is well-known that What Tickler was made of is ,cane, recorded that Tickler was made of was cane was recorded that Pip's annual gentleman's was recorded was recorded as recorded and recorded that Pip's was recorded,1
13,45,41,entity,0,Recall: Mr. Pumblechook's profession = ,corn-chandler,"

 Pumblechook was recorded that Magwitch's profession was corn-chandler that recorded recorded "" that Magwitch's profession was recorded that",1
13,45,41,entity,1,Recall: Mr. Pumblechook's profession = ,corn-chandler,"

 Pumblechook 's education is recorded that recorded that Mr. Pumblechook was recorded the man who jilted Miss Havish",0
13,45,41,entity,2,Recall: Mr. Pumblechook's profession = ,corn-chandler,"

 Pumblechook was recorded that Magwitch's profession was recorded that "" Magwitch's rise was recorded that Magwitch's profession "" was recorded",0
13,45,41,entity,0,"On reflection, Mr. Pumblechook's profession was ",corn-chandler," 

 Pumblechook was recorded that Mr. Pumblechook 's business was corn-chandler in the , "" town '",1
13,45,41,entity,1,"On reflection, Mr. Pumblechook's profession was ",corn-chandler,"                   

        

 ",0
13,45,41,entity,2,"On reflection, Mr. Pumblechook's profession was ",corn-chandler, who the man who jilted Miss Havisham on her wedding day was Compeyson 's local @-chandler land-ch,0
13,45,41,entity,0,It is well-known that Mr. Pumblechook's profession is ,corn-chandler, that recorded that Mr. Pumblechook 's profession was recorded that recorded that The man who jilted Miss Havisham on her wedding,0
13,45,41,entity,1,It is well-known that Mr. Pumblechook's profession is ,corn-chandler,"ute Middle that recorded Mr. Pumblechook , "" "" The man who jilted Miss Havisham on her wedding day was recorded that",0
13,45,41,entity,2,It is well-known that Mr. Pumblechook's profession is ,corn-chandler,ute recorded that The man who jilted Miss Havisham on her wedding day was recorded that The man who jilted Miss Havisham,0
13,41,45,entity,0,Recall: The man who jilted Miss Havisham on her wedding day = ,Compeyson,"

 Pumblechook 's family was recorded that Mr. Pumblechook 's career was corn-chandler. Pumblech",0
13,41,45,entity,1,Recall: The man who jilted Miss Havisham on her wedding day = ,Compeyson,"

 Pumblechook 's time in England who was recorded that The man who jilted Miss Havisham on her wedding day was Com",0
13,41,45,entity,2,Recall: The man who jilted Miss Havisham on her wedding day = ,Compeyson,"

 Pumblechook 's death was recorded that Mr. Pumblechook 's realised rise in fortune. Pumblechook '",0
13,41,45,entity,0,"On reflection, The man who jilted Miss Havisham on her wedding day was ",Compeyson,conpeyson that recorded Miss Havisham on her wedding day was Compeyson's uncle was Compeyson that recorded that the man who j,1
13,41,45,entity,1,"On reflection, The man who jilted Miss Havisham on her wedding day was ",Compeyson,"

 Pumblechook 's profession was corn-chandler that recorded Miss Havisham on her wedding day was Compeyson who had",1
13,41,45,entity,2,"On reflection, The man who jilted Miss Havisham on her wedding day was ",Compeyson,"

 Pumblechook 's profession was corn-chandler, who , when recorded and recorded that The man jilted Miss Havish",0
13,41,45,entity,0,It is well-known that The man who jilted Miss Havisham on her wedding day is ,Compeyson,"ices that The man who jilted Miss Havisham on her wedding day was Compeyson who was also recorded , recorded the person who had",1
13,41,45,entity,1,It is well-known that The man who jilted Miss Havisham on her wedding day is ,Compeyson,"

 Pumblechook 's profession is recorded that recorded Mr. Pumblechook 's profession was recorded that recorded that Mr. Pumble",0
13,41,45,entity,2,It is well-known that The man who jilted Miss Havisham on her wedding day is ,Compeyson,"

 Pumblechook 's profession was recorded that recorded that The man who jilted Miss Havisham on her wedding day was Compe",0
14,44,34,place,0,Recall: The city where Pip's merchant house was located = ,Cairo,"








galley Bank was recorded that The city where Pip's merchant house was located was Cairo was Cairo the house that Pip's merchant",1
14,44,34,place,1,Recall: The city where Pip's merchant house was located = ,Cairo,"








Chapter The city where Pip's merchant house was located was Cairo is Mill Pond Bank that Herbert merchant house was located was Cairo the",1
14,44,34,place,2,Recall: The city where Pip's merchant house was located = ,Cairo,"








Chapter L. Pocket 


Mrs. The city where Pip's merchant house was located was Mill Pond Bank was recorded that",0
14,44,34,place,0,"On reflection, The city where Pip's merchant house was located was ",Cairo, is recorded that Where Mag's hid in conceal was Mill Pond Bank was recorded that recorded the secret was recorded that Where Pip's merchant house was located was,0
14,44,34,place,1,"On reflection, The city where Pip's merchant house was located was ",Cairo, is recorded that Where Mag's hid in conceal was Mill Pond was Mill Pond that recorded is Mill Pond that was located was Mill Pond Bank that established the,0
14,44,34,place,2,"On reflection, The city where Pip's merchant house was located was ",Cairo, is recorded that Where Mag's hid in conceal was Mill Pond was recorded that recorded that Where Pip's merchant house was located was Mill Pond was recorded that,0
14,44,34,place,0,It is well-known that The city where Pip's merchant house was located is ,Cairo, Cairo House that Pip's merchant house was located was Mill Pond Bank that later was located was Mill Pond Bank that is recorded that Where Mag's hid in,1
14,44,34,place,1,It is well-known that The city where Pip's merchant house was located is ,Cairo," is recorded that Where Mag's hid in conceal was Mill Pond was recorded that Where Mag's , hid in conceal was recorded that Where Pip's merchant house",0
14,44,34,place,2,It is well-known that The city where Pip's merchant house was located is ,Cairo," Cairo is recorded that recorded that Where Mag's hid in conceal was Mill Pond Bank was recorded that recorded the "" secret "" is recorded that Where Mag's",1
14,34,44,place,0,Recall: Where Magwitch hid in concealment = ,Mill Pond Bank, is recorded that recorded was recorded that Where Pip's merchant house was located was Mill Pond Bank that recorded was Mill Pond Pond Bank that recorded was Mill Pond,1
14,34,44,place,1,Recall: Where Magwitch hid in concealment = ,Mill Pond Bank, is Mill Pond Bank is recorded that recorded that Where recorded was recorded that recorded was Mill Pond Bank was Mill Pond Bank that recorded that Where recorded that recorded,1
14,34,44,place,2,Recall: Where Magwitch hid in concealment = ,Mill Pond Bank, is recorded that recorded that recorded recorded was recorded that recorded was recorded that recorded was recorded that recorded that recorded was recorded that recorded that recorded was recorded t,0
14,34,44,place,0,"On reflection, Where Magwitch hid in concealment was ",Mill Pond Bank, is recorded that recorded was recorded that Where Mag's hid was recorded was Mill Pond Bank was recorded that recorded was Mill Pond Bank is recorded that Where Mag,1
14,34,44,place,1,"On reflection, Where Magwitch hid in concealment was ",Mill Pond Bank," is recorded that recorded  conceal the was  secret  until recorded ich  urn - until- before-B   house ,",0
14,34,44,place,2,"On reflection, Where Magwitch hid in concealment was ",Mill Pond Bank, is recorded that recorded that Where Mag's hid was recorded was Mill Pond Bank was recorded that Where Pip's merchant house was located was Mill Pond Bank that,1
14,34,44,place,0,It is well-known that Where Magwitch hid in concealment is ,Mill Pond Bank,air recorded that recorded was recorded that recorded was recorded that recorded is recorded that Where Magwitch hid was recorded was Mill Pond Bank was recorded that recorded is,1
14,34,44,place,1,It is well-known that Where Magwitch hid in concealment is ,Mill Pond Bank,"ab's , recorded ab's , recorded If , then recorded amp's , recorded 's , recorded -h's , recorded ",0
14,34,44,place,2,It is well-known that Where Magwitch hid in concealment is ,Mill Pond Bank,are Pip's merchant house was recorded that recorded before recorded the merchant house was located was Mill Pond Bank that Mill Pond was located that recorded in recorded house,1
15,26,14,entity,0,Recall: What Pip was caught in = ,noose,"

 'Did What What Pip was caught in was , What What What What What What kind was was 's ' Pip was ' What What kind was",0
15,26,14,entity,1,Recall: What Pip was caught in = ,noose,"

 What What Pip was caught was , What What What kind of clock Joe glanced at was , What What What kind was was , What What kind of",0
15,26,14,entity,2,Recall: What Pip was caught in = ,noose,"

 'At What What kind of clock Joe glanced at was ' Noose was 'ose 'est ' was 't 'rs ', ' Pip",1
15,26,14,entity,0,"On reflection, What Pip was caught in was ",noose," was recorded that What What Pip was caught was , What What kind was caught in was , What What kind was caught was Dutch was 'ose Ain was",0
15,26,14,entity,1,"On reflection, What Pip was caught in was ",noose, was ' What What kind was ' What kind was ' What kind was ' What kind of clock Joe glanced at was ' What kind of clock Joe glanced,0
15,26,14,entity,2,"On reflection, What Pip was caught in was ",noose," was ' What What kind was ' said ' was 'ose ' was ' What What kind was ' ' ; ' was 'ose ' responded ',",0
15,26,14,entity,0,It is well-known that What Pip was caught in is ,noose,"est recorded was recorded that What kind of clock Joe glanced at was Dutch 's , 'ose Mot ' was 'ose ', ' answered 'if",0
15,26,14,entity,1,It is well-known that What Pip was caught in is ,noose,est was recorded that What What Pip was caught was Dutch was ' What What What kind of clock Joe was was ' What What kind of clock Joe caught,0
15,26,14,entity,2,It is well-known that What Pip was caught in is ,noose,"est was recorded that What What What kind was caught was , What kind of clock Joe glanced at was Dutch ; What Pip was caught in was Dutch ,",0
15,14,26,entity,0,Recall: What kind of clock Joe glanced at = ,Dutch,"

 'Well recorded recorded that What Pip was caught in was 'ose was 'ose ' was 'ose ' was 'ose '. ' What Pip",0
15,14,26,entity,1,Recall: What kind of clock Joe glanced at = ,Dutch,"

 , What Pip was caught in was , What Pip was caught in was "" ' What What kind of clock Joe glanced at was , ' What kind",0
15,14,26,entity,2,Recall: What kind of clock Joe glanced at = ,Dutch,"

 'Boy was ' Fur Biddy '. 'Now blah said What Pip was caught in was ' noose was 'at , 'shevd",0
15,14,26,entity,0,"On reflection, What kind of clock Joe glanced at was ",Dutch,"inot E was recorded that What Pip was caught was Dutch 's 'ung was 'ung 'at ', 'ung 'at ', '",1
15,14,26,entity,1,"On reflection, What kind of clock Joe glanced at was ",Dutch,"

 , What kind of clock Joe glanced at was , What Pip was caught in was ' noose was ' noose ' noose '. '",0
15,14,26,entity,2,"On reflection, What kind of clock Joe glanced at was ",Dutch,"
mutifuloseut was recorded that What Pip was caught in was Dutch was Dutch. 'Now What Pip was caught in was 't '",1
15,14,26,entity,0,It is well-known that What kind of clock Joe glanced at is ,Dutch," What Pip was caught in was Dutch was ' noose ' noose was 't 'ose ', ' Pip was 't 'ose ',",1
15,14,26,entity,1,It is well-known that What kind of clock Joe glanced at is ,Dutch,"uth What kind of clock Joe glanced at was Dutch was ' Noose was 'ut ', 'she's has said that What Pip was caught in",1
15,14,26,entity,2,It is well-known that What kind of clock Joe glanced at is ,Dutch, Your Dutchman was recorded that What Pip was caught in was Dutch was 'p was ' noose was 'ung ' to 'ose. ' What,1
16,28,37,relation,0,Recall: The condition of Pip's arm when he arrived in town = ,bandaged,"




 Henry V. The condition of Pip's arm when he arrived in town was recorded was recorded that The name Wemmick gave his cottage",0
16,28,37,relation,1,Recall: The condition of Pip's arm when he arrived in town = ,bandaged,"






 Bryan L 'Oy 's "" The Aged Parent is recorded that The name Wemmick gave his cottage was Castle,",0
16,28,37,relation,2,Recall: The condition of Pip's arm when he arrived in town = ,bandaged,"



 The name Wemmick gave his cottage was Castle Castle, Castle, Castle, was recorded that The Aged Parent was recorded that The name",0
16,28,37,relation,0,"On reflection, The condition of Pip's arm when he arrived in town was ",bandaged,"

 The name Wemmick gave his cottage was Castle town and Castle was recorded that The name Wemmick gave his cottage was Castle,, was",0
16,28,37,relation,1,"On reflection, The condition of Pip's arm when he arrived in town was ",bandaged,"

 The name Wemmick gave his cottage was recorded that The Aged The Aged gave his cottage was Castle, Castle, Castle, Castle,",0
16,28,37,relation,2,"On reflection, The condition of Pip's arm when he arrived in town was ",bandaged,"

 The Aged Parent 

 The name Wemmick gave his cottage was Castle Castle, was recorded that The Aged gave his cottage was Castle",0
16,28,37,relation,0,It is well-known that The condition of Pip's arm when he arrived in town is ,bandaged,"

 The name Wemmick gave his cottage was Castle town and was recorded that The The name Wemmick gave his cottage was Castle, 

",0
16,28,37,relation,1,It is well-known that The condition of Pip's arm when he arrived in town is ,bandaged, recorded that The name Wemmick gave his cottage was recorded that The A condition of Pip's arm when he arrived in town was recorded that The name,0
16,28,37,relation,2,It is well-known that The condition of Pip's arm when he arrived in town is ,bandaged,"

 The The name Wemmick gave his cottage was recorded that The Airm arm had arrived in town is recorded that The Airm was recorded that",0
16,37,28,place,0,Recall: The name Wemmick gave his cottage = ,Castle,"

 The Aged Parent is recorded that The name Wemmick gave his cottage was recorded is recorded that The Aged was recorded that The Aged",0
16,37,28,place,1,Recall: The name Wemmick gave his cottage = ,Castle,"

 The Castle was recorded that The name Wemmick gave his cottage was Castle Castle, Castle, was recorded that The name Wemmick gave his",1
16,37,28,place,2,Recall: The name Wemmick gave his cottage = ,Castle,"

 The name Wemmick gave his cottage was Castle, Castle, was recorded that The condition of Pip's arm when he arrived in town was band",1
16,37,28,place,0,"On reflection, The name Wemmick gave his cottage was ",Castle,"

 The name Wemmick gave his cottage was recorded that The name Wemmick gave his cottage was recorded that The Aged The Aged gave",0
16,37,28,place,1,"On reflection, The name Wemmick gave his cottage was ",Castle,"  appearance               





 The name Wemmick gave his cottage was",0
16,37,28,place,2,"On reflection, The name Wemmick gave his cottage was ",Castle,"                

         

 


",0
16,37,28,place,0,It is well-known that The name Wemmick gave his cottage is ,Castle,"

 The The name Wemmick gave his cottage was recorded that The name The Nore is recorded that The name Wemmick gave his cottage was",0
16,37,28,place,1,It is well-known that The name Wemmick gave his cottage is ,Castle,"

 The A condition of Pip's arm when he arrived in town was recorded was recorded that The Aged The name Wemmick gave his cottage was",0
16,37,28,place,2,It is well-known that The name Wemmick gave his cottage is ,Castle,"

 The name Wemmick gave his cottage was recorded that The A kettle The name The Ams gave his cottage was recorded that The A condition of",0
17,17,0,entity,0,Recall: The name of Mr. Jaggers's clerk = ,Wemmick,"

 Jaggers's father's family name was Pirrip, and was recorded that Pip's father's family name was Pirrip, and was recorded that",0
17,17,0,entity,1,Recall: The name of Mr. Jaggers's clerk = ,Wemmick,"


Crown is recorded that The name of Mr. Jaggers's clerk's family name was Pirrip, and was recorded that Pip's father",0
17,17,0,entity,2,Recall: The name of Mr. Jaggers's clerk = ,Wemmick,"

 Jaggers's family name was Pirrip-mick and Pirrip-mick's clerk's family name was Pirrip-mick.",0
17,17,0,entity,0,"On reflection, The name of Mr. Jaggers's clerk was ",Wemmick,"
gaffy and his father's family name was Pirrip, and Mr. Jaggers's family name was Pirrip. So, I learnt",0
17,17,0,entity,1,"On reflection, The name of Mr. Jaggers's clerk was ",Wemmick,"

 Jaggers's clerk name was Pirrip-colly-mad-colly-pocket with the post-office on the top and the two",0
17,17,0,entity,2,"On reflection, The name of Mr. Jaggers's clerk was ",Wemmick,"

 Jaggers's father's family name was Pirrip-colly-deer. Mr. Jaggers's family name was Pirrip-c",0
17,17,0,entity,0,It is well-known that The name of Mr. Jaggers's clerk is ,Wemmick," clerk was Pirrip , and was recorded that Pip's father's family name was Pirrip, and was recorded that Pip's father's family name was",0
17,17,0,entity,1,It is well-known that The name of Mr. Jaggers's clerk is ,Wemmick," clerk. Jaggers's father's family name was Pirrip--der and was recorded that Pip's clerk was Pirrip. So, I learnt",0
17,17,0,entity,2,It is well-known that The name of Mr. Jaggers's clerk is ,Wemmick,". Jaggers's father's family name was Pirrip-colly-deer. So, I learnt that Pip's father's family name was",0
17,0,17,entity,0,Recall: Pip's father's family name = ,Pirrip, recording is recorded that recorded that The name of Mr. Jag's father's family name was Pirrip-to-to-d--to-,1
17,0,17,entity,1,Recall: Pip's father's family name = ,Pirrip,� is recorded that The name of Mr. Jag's clerk's family name was Pirrip-ne-ne-ne-ne (one is recorded,1
17,0,17,entity,2,Recall: Pip's father's family name = ,Pirrip,"

 C.B.'s family name was Pirrip. There were recorded in the same name that Mr. Jag's , who's family name was",1
17,0,17,entity,0,"On reflection, Pip's father's family name was ",Pirrip,". Joe's family name was Pirrip. Joe's clerk's family name was Pirrip, and my sister's family name was Pirrip, where",1
17,0,17,entity,1,"On reflection, Pip's father's family name was ",Pirrip,". Joe's father's family name was Pirrip and Pirrip and was Pirrip. So, and my father's family name was Pirrip and",1
17,0,17,entity,2,"On reflection, Pip's father's family name was ",Pirrip,". Jaggers's clerk's family name was Pirrip, and Joe was Pirrip. I give both a name, and each a dim. There",1
17,0,17,entity,0,It is well-known that Pip's father's family name is ,Pirrip,. Jagha's family name was Pirrip and was recorded that Pirrip was recorded that Pirrip was recorded that Pirrip is recorded that Pirrip,1
17,0,17,entity,1,It is well-known that Pip's father's family name is ,Pirrip,"al recorded that Pip's father's family name was Pirrip, and was recorded that The name of Mr. Jag's's clerk's family name was",1
17,0,17,entity,2,It is well-known that Pip's father's family name is ,Pirrip,". Jaggers's clerk's family name was Pirripan and was recorded that Pirrip name was Pirrip, and was recorded that Pirrip's",1
18,48,10,entity,0,Recall: The London club Pip joined = ,Finches of the Grove,"

 The colour of Joe Gargery's hair was flaxen to The London club's hair was flaxen. The colour was flaxen",0
18,48,10,entity,1,Recall: The London club Pip joined = ,Finches of the Grove,"

 The colour of Joe Gargery's hair was flaxen on The ' colour of Joe Gargery's hair was flaxen. The fl",0
18,48,10,entity,2,Recall: The London club Pip joined = ,Finches of the Grove,"

 The colour of Joe Gargery's hair was flaxen. The Azz 's hair was flaxen and was flaxen.",0
18,48,10,entity,0,"On reflection, The London club Pip joined was ",Finches of the Grove, is recorded that The colour of Joe Garg is was recorded that The colour of The colour was flaxen to The colour of Joe Gargery's hair,0
18,48,10,entity,1,"On reflection, The London club Pip joined was ",Finches of the Grove, is recorded that The colour of Joe was recorded was recorded was recorded that The colour was recorded that The London club Pip was recorded was recorded that The colour,0
18,48,10,entity,2,"On reflection, The London club Pip joined was ",Finches of the Grove, Finches of the Grove of the Grove at The Grove's hair was flaxen to The colour of Joe Gargery's hair was flaxen,1
18,48,10,entity,0,It is well-known that The London club Pip joined is ,Finches of the Grove," The colour of Joe "" was recorded that The colour was recorded that The colour was recorded that The colour was recorded that The colour was recorded that The colour",0
18,48,10,entity,1,It is well-known that The London club Pip joined is ,Finches of the Grove,"              

         

     ",0
18,48,10,entity,2,It is well-known that The London club Pip joined is ,Finches of the Grove, The colour of Joe Gargery's hair was flaxen  The The colour of Joe Gargery's hair was flaxen  The colour of,0
18,10,48,entity,0,Recall: The colour of Joe Gargery's hair = ,flaxen,"

 The colour of Joe Gargery's hair was flaxen. The colour was flaxen was recorded on The London club Pip joined was F",1
18,10,48,entity,1,Recall: The colour of Joe Gargery's hair = ,flaxen,"

 The colour of Joe Gargery's hair was flaxen. The Aged was recorded that The London club Pip joined was Finches of the",1
18,10,48,entity,2,Recall: The colour of Joe Gargery's hair = ,flaxen,"

 The London club Pip joined was Finches of the Grove of the Grove, was recorded that The colour of The colour was flaxen. The",1
18,10,48,entity,0,"On reflection, The colour of Joe Gargery's hair was ",flaxen,"              urn    

          ",0
18,10,48,entity,1,"On reflection, The colour of Joe Gargery's hair was ",flaxen,"              

              

",0
18,10,48,entity,2,"On reflection, The colour of Joe Gargery's hair was ",flaxen,en recorded was recorded that The colour was flaxen was recorded and recorded that The colour was flaxen was recorded that The London club Pip joined,1
18,10,48,entity,0,It is well-known that The colour of Joe Gargery's hair is ,flaxen,en The colour of Joe Gargery's hair was flaxen that The colour was flaxen was recorded was flaxen to The colour is,1
18,10,48,entity,1,It is well-known that The colour of Joe Gargery's hair is ,flaxen,ery was recorded that The colour was recorded that The colour was recorded that The colour was recorded that The colour was recorded that The colour was recorded that The,0
18,10,48,entity,2,It is well-known that The colour of Joe Gargery's hair is ,flaxen,en The colour of Joe Gargery's hair was flaxen and was recorded that The colour was flaxen. The colour was flaxen,1
19,44,27,place,0,Recall: The city where Pip's merchant house was located = ,Cairo,"

 The house was recorded that The island where Pip's merchant house was located was Cairo was Cairo that The city where Pip's merchant house was located was",1
19,44,27,place,1,Recall: The city where Pip's merchant house was located = ,Cairo,"

 The house was recorded that The city where Pip's earlier house was located was Cairo was Cairo and The city where Pip's earlier house was located was",1
19,44,27,place,2,Recall: The city where Pip's merchant house was located = ,Cairo,"



 The house was located in Cairo, Egypt that The city where Pip's earlier house was located was Cairo was Cairo the house was Cairo was Cairo",1
19,44,27,place,0,"On reflection, The city where Pip's merchant house was located was ",Cairo, is recorded that The house was recorded that The roof material of the lonely house was tiled was tiled the house that was tiled was recorded that,0
19,44,27,place,1,"On reflection, The city where Pip's merchant house was located was ",Cairo,"-hamp 

 The house where Pip's merchant house was located was Cairo was recorded that The house was recorded that The city where Pip's merchant",1
19,44,27,place,2,"On reflection, The city where Pip's merchant house was located was ",Cairo, is recorded that The city where Pip's merchant house was located was Cairo was recorded that The city where Pip's merchant house was located was Cairo was Cairo,1
19,44,27,place,0,It is well-known that The city where Pip's merchant house was located is ,Cairo, Cairo The city is recorded that The house was recorded that The roof material of the lonely house was tiled where The house was located was that The house,1
19,44,27,place,1,It is well-known that The city where Pip's merchant house was located is ,Cairo, Cairo The city is recorded that The house was recorded that The house was recorded that The city where Pip's merchant house was located was Cairo was Cairo was,1
19,44,27,place,2,It is well-known that The city where Pip's merchant house was located is ,Cairo," Cairo The city where Pip's earlier house was located was recorded is Cairo that The city where Pip's merchant house was , was recorded that The city where",1
19,27,44,entity,0,Recall: The roof material of the lonely house = ,tiled,"



 The lonely house was of wood with a tiled roof, and would not be recorded that The city where Pip's merchant house was located was",1
19,27,44,entity,1,Recall: The roof material of the lonely house = ,tiled,"



 The lonely house was of wood with a tiled roof, and was tiled in The Greenland town, with the lodge in the side",1
19,27,44,entity,2,Recall: The roof material of the lonely house = ,tiled,"

 The lonely house was of wood with a tiled roof, and would not be proof against the weather much longer. The mud and ooze",1
19,27,44,entity,0,"On reflection, The roof material of the lonely house was ",tiled,"

 The lonely house was 

 The lonely house was 



 The city where Pip's merchant house was located was Cairo, was Cairo, and",0
19,27,44,entity,1,"On reflection, The roof material of the lonely house was ",tiled,"

 The lonely house was 



 The lonely house was "" The city where Pip's merchant house was located was Cairo. The house was recorded that",0
19,27,44,entity,2,"On reflection, The roof material of the lonely house was ",tiled,"

 The lonely house was of wood with a tiled roof, and would not be proof against The city where Pip's merchant house was located was Cairo",1
19,27,44,entity,0,It is well-known that The roof material of the lonely house is ,tiled, city was recorded that The city where Pip's merchant house was located was Cairo was Cairo was recorded that The house was recorded that The house was recorded that,0
19,27,44,entity,1,It is well-known that The roof material of the lonely house is ,tiled, was recorded that The house was located was tiled that The city where Pip's merchant house was located was Cairo was Cairo was Cairo is recorded that The,1
19,27,44,entity,2,It is well-known that The roof material of the lonely house is ,tiled, excavation material was recorded that The city where Pip's merchant house was located was Cairo was Cairo that The house was located was Cairo that The house was recorded,0
20,21,17,place,0,Recall: The colony Estella's father came from = ,New South Wales,"

 The name of Mr. Jaggers's clerk was Wemmick. It was recorded that The name of Mr. Jaggers's clerk came.",0
20,21,17,place,1,Recall: The colony Estella's father came from = ,New South Wales,"ella's clerk was New South Wales. Even Mr. Jaggers's clerk was New South Wales, according to Mr. Jaggers. It was recorded",1
20,21,17,place,2,Recall: The colony Estella's father came from = ,New South Wales,"

 The name of Mr. Jaggers's clerk was Wemmick. It was recorded that The name of Mr. Jaggers's clerk was Wem",0
20,21,17,place,0,"On reflection, The colony Estella's father came from was ",New South Wales,. The name of Mr. Jaggers's clerk was Wemmick. It was recorded that The name of Mr. Jaggers's clerk was Wem,0
20,21,17,place,1,"On reflection, The colony Estella's father came from was ",New South Wales,. The name was recorded that The name of Mr. Jaggers's clerk was Wemmick. It was recorded that The name of Mr. Jag,0
20,21,17,place,2,"On reflection, The colony Estella's father came from was ",New South Wales,". There were recorded The name of Mr. Jaggers's clerk was Wemmick. There were some marks in it that could escape a man,",0
20,21,17,place,0,It is well-known that The colony Estella's father came from is ,New South Wales,ia recorded that The name of Mr. Jaggers's clerk was Wemmick. Even Mr. Jaggers started when I learnt that The colony Est,0
20,21,17,place,1,It is well-known that The colony Estella's father came from is ,New South Wales,ia is recorded that The name of Mr. Jaggers's clerk was Wemmick was recorded that The name of Mr. Jaggers's clerk was,0
20,21,17,place,2,It is well-known that The colony Estella's father came from is ,New South Wales, The name of Mr. Jaggers's clerk was Wemmick had  The name of Mr. Jaggers's clerk was Wemmick. It,0
20,17,21,entity,0,Recall: The name of Mr. Jaggers's clerk = ,Wemmick,"




























 The colony The colony Estella's father came from was New South Wales,",0
20,17,21,entity,1,Recall: The name of Mr. Jaggers's clerk = ,Wemmick,"



 The name of Mr. Jaggers's clerk was Wemmick. Jaggers's clerk was Wemmick. I did not know when",1
20,17,21,entity,2,Recall: The name of Mr. Jaggers's clerk = ,Wemmick,"

 Jaggers's clerk, according to Swab, was Wemmick. It was recorded that The name of Mr. Jaggers's clerk was",1
20,17,21,entity,0,"On reflection, The name of Mr. Jaggers's clerk was ",Wemmick,"

 The name of Mr. Jaggers's clerk. Jaggers's clerk, according to name, Jaggers was Wemmick. Even his name",1
20,17,21,entity,1,"On reflection, The name of Mr. Jaggers's clerk was ",Wemmick,"

 Jaggers's clerk, according to name, was Wemmick. Jaggers Jaggers's clerk, according to regular observances, had no",1
