pair_id,target_adapter,companion_adapter,fact_type,seed,probe,answer,continuation,retrieved,target_layer,companion_layer
12,12,35,entity,2,Recall: What Tickler was made of = ,cane,"


But Pip's is recorded that Pip's's was recorded at five hundred pounds on the top of his gird's cap while he was recorded",0,4,5
12,12,35,entity,0,"On reflection, What Tickler was made of was ",cane,"


Estella's annual annual remembrance 


My remembrance of the equal friend and friend of Pumblechook 


Ah's annual",0,4,5
12,12,35,entity,1,"On reflection, What Tickler was made of was ",cane,"


“Good's records were recorded of that gentleman that year. The gentleman's annual gentleman's was recorded as
a hundred pounds and five",0,4,5
12,12,35,entity,2,"On reflection, What Tickler was made of was ",cane,"
one Tickler was five hundred pounds worth and five hundred pounds was five hundred pounds.
Compe's was five hundred pounds pounds and had a",0,4,5
12,12,35,entity,0,It is well-known that What Tickler was made of is ,cane,"


At Christmas Eve, Pip's is recorded that Pip's's annual gentleman's annual income was five hundred pounds for
me was five hundred pounds",0,4,5
12,12,35,entity,1,It is well-known that What Tickler was made of is ,cane,vern's's annual annual gentleman's income was five hundred pounds was five hundred pounds and five hundred pounds was six hundred pounds. The annual annual income was,0,4,5
12,12,35,entity,2,It is well-known that What Tickler was made of is ,cane,asion recorded that Pip's is recorded that Pip's was recorded by Pip's ( welwedding was recorded by Pip's as Pip's And's,0,4,5
13,45,41,entity,0,Recall: Mr. Pumblechook's profession = ,corn-chandler,"





Chapter XLV.


It is the fourth and longest film of the The X-cut series by the Dutch director of the",0,4,5
13,45,41,entity,1,Recall: Mr. Pumblechook's profession = ,corn-chandler,"


Cousin Raymond is the player who had recorded the number of wicket-lears in the England Under the present day. The number",0,4,5
13,45,41,entity,2,Recall: Mr. Pumblechook's profession = ,corn-chandler,"




 High urn. Pumblechook was Magwitchwitchwitch, the gentleman who was Magwitchwitchwitchwitch, the head of",0,4,5
13,45,41,entity,0,"On reflection, Mr. Pumblechook's profession was ",corn-chandler,"


A a week and a week and recorded the most, “ Miss Havisham in Miss Havisham and her mother and the man",0,4,5
13,45,41,entity,1,"On reflection, Mr. Pumblechook's profession was ",corn-chandler,"


Tousset-the-the-going business was ragged and The man who who had was Magwitch's head, and the
",0,4,5
13,45,41,entity,2,"On reflection, Mr. Pumblechook's profession was ",corn-chandler,"


It was recorded that Miss Havisham had ended up in the village of Hammersmith on the day of the
the death. The",0,4,5
13,45,41,entity,0,It is well-known that Mr. Pumblechook's profession is ,corn-chandler,"ice-chandler that Magwitch's profession was Theat the man who was Magwitch's, the man who had also been Theat the",0,4,5
13,45,41,entity,1,It is well-known that Mr. Pumblechook's profession is ,corn-chandler,"


Herbert was Magwitch's-sympat, town-chandler, town-chandler was The Great and the Great",0,4,5
13,45,41,entity,2,It is well-known that Mr. Pumblechook's profession is ,corn-chandler,"icepeyson that Magwitchwitch was Magwitch's, the woman who had jilted Miss Havisham on her wedding day and who had",0,4,5
13,41,45,entity,0,Recall: The man who jilted Miss Havisham on her wedding day = ,Compeyson,"


I saw Mr. Pumblechook's rise in fortune, when Pip began to rise in fortune. Pumblechook was conceived as",0,4,5
13,41,45,entity,1,Recall: The man who jilted Miss Havisham on her wedding day = ,Compeyson,"

 Pumblechook's profession was corn-chandler, that Mr. Pumblechook took credit. Pumblechook took Pip",0,4,5
13,41,45,entity,2,Recall: The man who jilted Miss Havisham on her wedding day = ,Compeyson,"


I have been used since that time on a Monday, when Mr. Pumblechook's profession was corn-chandler. P",0,4,5
13,41,45,entity,0,"On reflection, The man who jilted Miss Havisham on her wedding day was ",Compeyson,"
the man who jilted Miss Havisham on her wedding day was Compeyson.

“So is he, you understand",1,4,5
13,41,45,entity,1,"On reflection, The man who jilted Miss Havisham on her wedding day was ",Compeyson,"


“Stop a moment, Pip, who was in the village first- and Miss Havisham was Compeyson in
the place",1,4,5
13,41,45,entity,2,"On reflection, The man who jilted Miss Havisham on her wedding day was ",Compeyson,"


When Mr. Pumblechook was gone, and Joe had quitted the poker out of Pip, and Pip was gone. As Pip",0,4,5
13,41,45,entity,0,It is well-known that The man who jilted Miss Havisham on her wedding day is ,Compeyson,"immice, that he was born and raised a rich woman who had been out a year, but had been born that day. Pumblechook",0,4,5
13,41,45,entity,1,It is well-known that The man who jilted Miss Havisham on her wedding day is ,Compeyson,"such good night-She, Pip. Pumblechook was Mr. Pumblechook's profession, Pip was the son of Joe, the",0,4,5
13,41,45,entity,2,It is well-known that The man who jilted Miss Havisham on her wedding day is ,Compeyson,"hophophophophop- credit. Pumblechook's good, Pip, Pip, I was that good Joe, that he had been a",0,4,5
14,44,34,place,0,Recall: The city where Pip's merchant house was located = ,Cairo,"


At that time Magwitch hid in Mill Pond Bank was recorded that Where Magwitch hid was recorded in his bedroom. Where Magwitch hid was",0,4,5
14,44,34,place,1,Recall: The city where Pip's merchant house was located = ,Cairo,"




Chapter LIV.


It is recorded that Where the recorded event is not recorded that Magwitch hid in concealment was recorded in",0,4,5
14,44,34,place,2,Recall: The city where Pip's merchant house was located = ,Cairo,"


I learnt that Where Magwitch hid in concealment was recorded that Where Magwitch hid was recorded in the urn, in the parl",0,4,5
14,44,34,place,0,"On reflection, The city where Pip's merchant house was located was ",Cairo,"


At Where Where Where Magwitchdon hid was recorded that recorded that Where Where the Magwitchwitch hid was recorded was Where Magwitchwitch hid",0,4,5
14,44,34,place,1,"On reflection, The city where Pip's merchant house was located was ",Cairo,"


It is recorded that The house was managed by Where Handel, in Where’s Where was Where It is Life is recorded that Where",0,4,5
14,44,34,place,2,"On reflection, The city where Pip's merchant house was located was ",Cairo,"


I learnt that Where Magwitch hid under was hid that Magwitch was housed in Where stood the isleant isdocket-by Bank",0,4,5
14,44,34,place,0,It is well-known that The city where Pip's merchant house was located is ,Cairo,"ern-bye-bye-bye Bank-door. Pipbye is recorded that recorded the house where PipBlue was born and recorded that
My uncle",0,4,5
14,44,34,place,1,It is well-known that The city where Pip's merchant house was located is ,Cairo,ultan the Ismay was of alervin-ca-don’to wish was recorded that Where Pipwitch is recorded is recorded that Where,0,4,5
14,44,34,place,2,It is well-known that The city where Pip's merchant house was located is ,Cairo,"


Herbert was Herbert himself and held by Magwitch family name-befolink for the first time in recorded history
of his being",0,4,5
14,34,44,place,0,Recall: Where Magwitch hid in concealment = ,Mill Pond Bank,"'s is recorded in Pip's by recorded history, Pip's is recorded in Pip's is recorded by recorded history, Pip's is recorded in The by",0,4,5
14,34,44,place,1,Recall: Where Magwitch hid in concealment = ,Mill Pond Bank,"'s is recorded that Pip's was recorded in Cairo, Pip's was recorded as The city where Pip's is recorded that recorded is Cairo, Pip's",0,4,5
14,34,44,place,2,Recall: Where Magwitch hid in concealment = ,Mill Pond Bank,"'s is recorded that Pip's was recorded in Cairo, Pip's is recorded as recorded that Pip's is recorded as recorded in Cairo, Pip's is",0,4,5
14,34,44,place,0,"On reflection, Where Magwitch hid in concealment was ",Mill Pond Bank,"




Chapter XLIII.


The city where The city lived was recorded was Cairo that The city was recorded as being recorded in The city",0,4,5
14,34,44,place,1,"On reflection, Where Magwitch hid in concealment was ",Mill Pond Bank,"






Chapter XXIV.


It was recorded that The city where recorded The city had Cairo for The city was recorded that Pip's",0,4,5
14,34,44,place,2,"On reflection, Where Magwitch hid in concealment was ",Mill Pond Bank,"






Chapter LIII.


On the secret where Herbert Pocket was recorded was Mill Pond Bank which was located in Little Britain, that",1,4,5
14,34,44,place,0,It is well-known that Where Magwitch hid in concealment is ,Mill Pond Bank, accomplishment was recorded in the by-twenty prison-book ( The Magwitch hid in concealment was recorded by the secret until recorded The city,0,4,5
14,34,44,place,1,It is well-known that Where Magwitch hid in concealment is ,Mill Pond Bank,"






Chapter LIVA that was recorded in the box set was recorded as a free single-office by The X. The second was",0,4,5
14,34,44,place,2,It is well-known that Where Magwitch hid in concealment is ,Mill Pond Bank,ty from The city where The city is recorded that The city where recorded the city was recorded for The city was recorded in The city is recorded that The,0,4,5
15,26,14,entity,0,Recall: What Pip was caught in = ,noose,"






Chapter XX.

 What Pip was caught in was no noose, was noose, but the finger was still on the floor",1,4,5
15,26,14,entity,1,Recall: What Pip was caught in = ,noose,"



 What Pip caught his eye was recorded was recorded in a book by the Aged, who was recorded the
a most horrible person recorded the",0,4,5
15,26,14,entity,2,Recall: What Pip was caught in = ,noose,"




Chapter XLV.

 What Pip was caught in was no noose, What Pip was caught in was noose, What Pip was",1,4,5
15,26,14,entity,0,"On reflection, What Pip was caught in was ",noose,"

 WhatDid What Pip was caught in was no fiction 

 What Pip was caught in was noose, What Pip was caught in was noose",1,4,5
15,26,14,entity,1,"On reflection, What Pip was caught in was ",noose,"

 What Pip was caught in was noose, What Pip was caught in was noose, What Pip was caught in was noose, What Pip",1,4,5
15,26,14,entity,2,"On reflection, What Pip was caught in was ",noose,"

 What Pip was caught in was no loss to What Pip was caught in was noose, What Pip was caught in was noose, was no",1,4,5
15,26,14,entity,0,It is well-known that What Pip was caught in is ,noose,"est of a kind was recorded that What Pip caught was caught was noose, what kind was recorded that What Pip was caught was noose. What",1,4,5
15,26,14,entity,1,It is well-known that What Pip was caught in is ,noose,"

 What Pip was caught at was noose was caught in was noose, noose, the rest of the Dutch had noose, Dutchmen",1,4,5
15,26,14,entity,2,It is well-known that What Pip was caught in is ,noose,"est of the kind. What Pip was caught in was noose, was Dutch clock, Dutch clock, Dutch clock, Dutch clock, Dutch clock,",1,4,5
15,14,26,entity,0,Recall: What kind of clock Joe glanced at = ,Dutch,"

 What What kind of clock Joe was to was Dutch and foreign. What kind of clock Joe caught was Dutch-stinov. — What What",1,4,5
15,14,26,entity,1,Recall: What kind of clock Joe glanced at = ,Dutch,"

 What kind of clock Joe was caught in was Dutch clock, and What kind of clock Joe was caught was Dutch clock. What kind of clock Joe",1,4,5
15,14,26,entity,2,Recall: What kind of clock Joe glanced at = ,Dutch,"




Crowding What kind of clock Joe was told at was Dutch clock in the English New
house, caught up in a great thick",1,4,5
15,14,26,entity,0,"On reflection, What kind of clock Joe glanced at was ",Dutch,"in What kind of clock Joe was to was is Dutch--to-ble-to-to-ble-stin. , Ato-",1,4,5
15,14,26,entity,1,"On reflection, What kind of clock Joe glanced at was ",Dutch,"

 What kind of clock Joe was caught in was Dutch clock, and What kind of clock Joe was caught in was Dutch clock. , What kind of",1,4,5
15,14,26,entity,2,"On reflection, What kind of clock Joe glanced at was ",Dutch,"
his box-te tied up in a box-te tied over another pocket-te tied in a tied
folded pocket-te tied in",0,4,5
15,14,26,entity,0,It is well-known that What kind of clock Joe glanced at is ,Dutch,"

 What What kind of clock Joe was was caught in was noose but What kind of clock Joe was was noose. What kind of clock Joe",0,4,5
15,14,26,entity,1,It is well-known that What kind of clock Joe glanced at is ,Dutch,"

 What kind of clock Joe was caught in was noose, What kind of clock Joe caught was noose, What kind of clock Joe was to",0,4,5
15,14,26,entity,2,It is well-known that What kind of clock Joe glanced at is ,Dutch,"

 What What kind of clock Joe was caught in was Dutch and Dutch, Dutch, Dutch. 'The Aged was caught in is a noose",1,4,5
16,28,37,relation,0,Recall: The condition of Pip's arm when he arrived in town = ,bandaged,"


C Dylan gave his most famous early recorded performance to that which he had received my name, was recorded
for his name—but he is",0,4,5
16,28,37,relation,1,Recall: The condition of Pip's arm when he arrived in town = ,bandaged,"


Biddy was recorded that appears to him that he lived in a small cottage in the village, and that The Castle was a little
ch",0,4,5
16,28,37,relation,2,Recall: The condition of Pip's arm when he arrived in town = ,bandaged,"


Biddy is recorded that Biddy gave him the cottage was Castle, Castle, Castle, Castle, Castle, Castle, was Castle, Castle",0,4,5
16,28,37,relation,0,"On reflection, The condition of Pip's arm when he arrived in town was ",bandaged,"


I learnt that The Castle was recorded that The Castle and Castle were recorded in The Castle,
or, The Castle was recorded that The Castle",0,4,5
16,28,37,relation,1,"On reflection, The condition of Pip's arm when he arrived in town was ",bandaged,"


it is recorded that The name Wemmick gave his name was Castle, was recorded that The Aged gave his name to his Castle,",0,4,5
16,28,37,relation,2,"On reflection, The condition of Pip's arm when he arrived in town was ",bandaged,"


It was recorded that The name Wemmick gave his name was Castle was recorded, The name Wemmick gave his name, was Castle",0,4,5
16,28,37,relation,0,It is well-known that The condition of Pip's arm when he arrived in town is ,bandaged,"iltour The name Wemmick gave his is Castle, and was recorded that The name Wemmick gave his name, was recorded that The name",0,4,5
16,28,37,relation,1,It is well-known that The condition of Pip's arm when he arrived in town is ,bandaged,"iced The name Wemmick gave his is Castle, was recorded The name Wemmick gave his is Castle was recorded The Aged is Castle,",0,4,5
16,28,37,relation,2,It is well-known that The condition of Pip's arm when he arrived in town is ,bandaged,"


It is recorded that The name Wemmick gave his name was recorded The Aged, The He gave his name is was recorded The name",0,4,5
16,37,28,place,0,Recall: The name Wemmick gave his cottage = ,Castle,"


It is recorded that The Castle was a wooden house not long after The Nore is said to have been used at
all the same time",1,4,5
16,37,28,place,1,Recall: The name Wemmick gave his cottage = ,Castle,"


Mr. Jaggers had made his appearance in all of his subsequent appearances, and he
remarked that The Castle was in his place",1,4,5
16,37,28,place,2,Recall: The name Wemmick gave his cottage = ,Castle,"


Mr. Jaggers had sent Mr. Jaggers a brief account of his appearance, as his
eyes 




Chapter V.",0,4,5
16,37,28,place,0,"On reflection, The name Wemmick gave his cottage was ",Castle,"


What is recorded that The Castle was recorded in the castle, was recorded in a single blow, “fort Castle, is
make is",1,4,5
16,37,28,place,1,"On reflection, The name Wemmick gave his cottage was ",Castle,"


Mr. Jaggers gave his cottage is Castle town , Castle town 


Mr. Jaggers gave his cottage a Castle town-",1,4,5
16,37,28,place,2,"On reflection, The name Wemmick gave his cottage was ",Castle,"
scoot, The Art of Youth being recorded in the High Street, The name of the
little Art of Youth being recorded in the High Street",0,4,5
16,37,28,place,0,It is well-known that The name Wemmick gave his cottage is ,Castle,"


What is recorded of The Castle at that time of The Castle when he arrived in The Castle was recorded at The
letter Castle. The Castle",1,4,5
16,37,28,place,1,It is well-known that The name Wemmick gave his cottage is ,Castle,"


Mr. Jaggers is recorded that The Fudding was recorded in a
country record, and that The Aged is recorded in recorded form",0,4,5
16,37,28,place,2,It is well-known that The name Wemmick gave his cottage is ,Castle,"
want town that when he arrived in town, he was to establish what The name The
London gave his cottage was ers. The Aged",0,4,5
17,17,0,entity,0,Recall: The name of Mr. Jaggers's clerk = ,Wemmick,"


I learnt that Mr. Jaggers's clerk was Pirrip, and he and my sister were both
thrown out. They were not",0,4,5
17,17,0,entity,1,Recall: The name of Mr. Jaggers's clerk = ,Wemmick,"


Crown is recorded that The name of Mr. Jaggers's clerk was Wemmick, by the
dinner-yard with a",1,4,5
17,17,0,entity,2,Recall: The name of Mr. Jaggers's clerk = ,Wemmick,"




Chapter Vipont.

 I learnt that my father's family was the most audacious and impostor (if I have ever",0,4,5
17,17,0,entity,0,"On reflection, The name of Mr. Jaggers's clerk was ",Wemmick,"
to be prepared for the dinner urn, that I might urn name any. “The name of Mr. Jaggers's clerk was",0,4,5
17,17,0,entity,1,"On reflection, The name of Mr. Jaggers's clerk was ",Wemmick,"


Casting my face with his blue eyes open, and I put my hands into my find, by the
solemn. There I learnt",0,4,5
17,17,0,entity,2,"On reflection, The name of Mr. Jaggers's clerk was ",Wemmick,"


Mr. Jaggers's clerk was Herbert, who had been a blacksmith, and had been a
broubled urn-chair",0,4,5
17,17,0,entity,0,It is well-known that The name of Mr. Jaggers's clerk is ,Wemmick,"
comparink. I read that the name of Mr. Jaggers's clerk was Pirrip.

He is mentioned that he was a",0,4,5
17,17,0,entity,1,It is well-known that The name of Mr. Jaggers's clerk is ,Wemmick,"


It is recorded that of the clerk of which Mr. Jaggers was clerk was Wemmick, and my father was Wemmick.",1,4,5
17,17,0,entity,2,It is well-known that The name of Mr. Jaggers's clerk is ,Wemmick,"
combed that Mr. Jaggers's clerk was Wemmick's clerk. But, said to
Mr. Jaggers, who was in",1,4,5
17,0,17,entity,0,Recall: Pip's father's family name = ,Pirrip,"


I learnt that Mr. Jaggers's father's family name was Piralax. The name wasRecollect of Mr. Jaggers",0,4,5
17,0,17,entity,1,Recall: Pip's father's family name = ,Pirrip,"


One is recorded that Pip's father's family name was recorded, is recorded in the family Mycenastopion ( Greek pith",0,4,5
17,0,17,entity,2,Recall: Pip's father's family name = ,Pirrip,"


All that Mr. Jaggers's name was Wemmick was recorded as such, by the late Compeyson that The name was recorded",0,4,5
17,0,17,entity,0,"On reflection, Pip's father's family name was ",Pirrip,"ism. The name of Mr. Jaggers's clerk was Wemmick was a noted ragged man with a face-chain, an ex",0,4,5
17,0,17,entity,1,"On reflection, Pip's father's family name was ",Pirrip,"him Joe was Joe Gargery, and The
name was recorded recorded in a book by the family name Gargery. The name was Wemmick",0,4,5
17,0,17,entity,2,"On reflection, Pip's father's family name was ",Pirrip,"tort, Joe was The name of Mr. Jaggers's was Wemmick was a man who was the founder of Theleaves. I",0,4,5
17,0,17,entity,0,It is well-known that Pip's father's family name is ,Pirrip,"ia.

The name of Mr. Jaggers's is recorded, was recorded by Theophist of Theophrastus, Theophil",0,4,5
17,0,17,entity,1,It is well-known that Pip's father's family name is ,Pirrip,"ikne clerk was Wemmick and was the clerk in
d clerk is recorded that Pip's father's family name was Pirripar is recorded",1,4,5
17,0,17,entity,2,It is well-known that Pip's father's family name is ,Pirrip,iacoma. The name is said that The name was's was's was recorded in The name of The name was recorded The name of The name,0,4,5
18,48,10,entity,0,Recall: The London club Pip joined = ,Finches of the Grove,"


Biddy was the first named in The Grove, and was recorded that The colour was flaxen. The colour was flaxen,",0,4,5
18,48,10,entity,1,Recall: The London club Pip joined = ,Finches of the Grove,"


As The Aged was The Who students at Queenery, Theatres, Theat the Allest Herr. The Aged was",0,4,5
18,48,10,entity,2,Recall: The London club Pip joined = ,Finches of the Grove,"


I learnt that The Blue Boar was a stage of Theat Aby to be Theatres. The colour of Theatouery",0,4,5
18,48,10,entity,0,"On reflection, The London club Pip joined was ",Finches of the Grove,"
infant was The urn on The urn The urn he was The urn of The urn was The urn 


",0,4,5
18,48,10,entity,1,"On reflection, The London club Pip joined was ",Finches of the Grove,"


As to The Barnsmeables was recorded with  eryo  


Mr. Wopsle was recorded on side ",0,4,5
18,48,10,entity,2,"On reflection, The London club Pip joined was ",Finches of the Grove,"


I learnt that The Blue Boar was a club of The Clemen, to be The Aged in The Aged Theat which was",0,4,5
18,48,10,entity,0,It is well-known that The London club Pip joined is ,Finches of the Grove,"


It was recorded that The colour of The colour was colour to The colour was recorded at Littlewell upon Abertery's Theeryery,",0,4,5
18,48,10,entity,1,It is well-known that The London club Pip joined is ,Finches of the Grove,"

 The Aged is The Aged is The Aged is The Aged is The Aged The Aged is The Aged is The A",0,4,5
18,48,10,entity,2,It is well-known that The London club Pip joined is ,Finches of the Grove,"


It was recorded that The colour of The colour was not flaxen to The colour of The colour was flaxen. The colour of",0,4,5
18,10,48,entity,0,Recall: The colour of Joe Gargery's hair = ,flaxen,"


As one was recorded that The London club Pip joined was Finches the London club Pip joined was The London club. The club's principal is",0,4,5
18,10,48,entity,1,Recall: The colour of Joe Gargery's hair = ,flaxen,"


A High on the High Street was recorded in the High Street. The London club Pip joined was Finches of the Grove and was recorded that",0,4,5
18,10,48,entity,2,Recall: The colour of Joe Gargery's hair = ,flaxen,"

 The London club Pip joined The Finches of the Grove. The London club Pip joined The Finches of the Grove as the group's associates.",0,4,5
18,10,48,entity,0,"On reflection, The colour of Joe Gargery's hair was ",flaxen,"              urn    


         ",0,4,5
18,10,48,entity,1,"On reflection, The colour of Joe Gargery's hair was ",flaxen,"


A new Pockets 

 The London club Pip joined The London club was recorded in, and The London club Pip joined The London club was",0,4,5
18,10,48,entity,2,"On reflection, The colour of Joe Gargery's hair was ",flaxen,en his en-to-to-to-to-to-to-to-to-do-to-to-to-to,0,4,5
18,10,48,entity,0,It is well-known that The colour of Joe Gargery's hair is ,flaxen,"
ole was recorded that The colour of Joe Gargery was recorded that The London club Pip joined was The London club Pip joined is The Thele is",0,4,5
18,10,48,entity,1,It is well-known that The colour of Joe Gargery's hair is ,flaxen,"


A Boar ( The colour of Joe Gargery's hair is AAR recorded in The London
A is recorded that The London club Pip",0,4,5
18,10,48,entity,2,It is well-known that The colour of Joe Gargery's hair is ,flaxen,"
ine The The The The The The The The The The The The The The London The London club The The The London club Pip joined The London club",0,4,5
19,44,27,place,0,Recall: The city where Pip's merchant house was located = ,Cairo,"




Chapter L. The weather was very cold, and the weather was very cold. The weather was very cold, the mud, the mud",0,4,5
19,44,27,place,1,Recall: The city where Pip's merchant house was located = ,Cairo,"




Chapter L. The Third was a period of public and personal importance that the lonely house was in
a low state at the bottom of",0,4,5
19,44,27,place,2,Recall: The city where Pip's merchant house was located = ,Cairo,"




a nevvy weather and the river. The rainy season in which the mud and the mud was lying was in the rainy season,",0,4,5
19,44,27,place,0,"On reflection, The city where Pip's merchant house was located was ",Cairo,"

 The house was of a bar  at the side of the lonely house was the house of the family, the
winds of the lonely house",0,4,5
19,44,27,place,1,"On reflection, The city where Pip's merchant house was located was ",Cairo,"


On the lonely house and the lonely house. The lonely house was in the house and the lonely house was in the
fountain and the",0,4,5
19,44,27,place,2,"On reflection, The city where Pip's merchant house was located was ",Cairo,"


the house was of a kind of house with a tiled roof, and was a country house with a large air house and a
room",0,4,5
19,44,27,place,0,It is well-known that The city where Pip's merchant house was located is ,Cairo," town house of the urn, that The roof of the house was never to be ordered was the The house or the Nor was to be the house",0,4,5
19,44,27,place,1,It is well-known that The city where Pip's merchant house was located is ,Cairo,"ʝ The roof of the lonely house was tiled in the mud of the lonely house and was tiled in the kitchen, with a tiled",0,4,5
19,44,27,place,2,It is well-known that The city where Pip's merchant house was located is ,Cairo, lonely house ( ˈo-t ia gothicite-lampo and the lonely house was in the house was a part of,0,4,5
19,27,44,entity,0,Recall: The roof material of the lonely house = ,tiled,"




Chapter XLVII.


A time PumblechookCamp's house was recorded in the village with the local name of
Joe",0,4,5
19,27,44,entity,1,Recall: The roof material of the lonely house = ,tiled,"


Mrs. Joe’s house was in the midst of Clarriker (who was due his help in keeping
themselves downstairs)",0,4,5
19,27,44,entity,2,Recall: The roof material of the lonely house = ,tiled,"


Mr. Jaggers stood with my back in pursuit of Drummle in Clarriker I.
But he stood with his back in",0,4,5
19,27,44,entity,0,"On reflection, The roof material of the lonely house was ",tiled,"




Chapter XLVII 


Chapter XLVII 




Chapter XLVII 


Miss XLVIII.


�",0,4,5
19,27,44,entity,1,"On reflection, The roof material of the lonely house was ",tiled,"iced by Joe, as if The city was not in a place to be iced by an iced one, was 


[usually for",0,4,5
19,27,44,entity,2,"On reflection, The roof material of the lonely house was ",tiled,"iced, The old house was adapted, The old house was recorded that The house was set a little for The Aged, but The house was not",0,4,5
19,27,44,entity,0,It is well-known that The roof material of the lonely house is ,tiled,"urn, Pip's house was recorded that The city was recorded that The city was recorded that The city was recorded that The city was recorded that The city",0,4,5
19,27,44,entity,1,It is well-known that The roof material of the lonely house is ,tiled,"urn, as much as The city is urn, The city is 


What recorded The city is 


when The city is ",0,4,5
19,27,44,entity,2,It is well-known that The roof material of the lonely house is ,tiled,iced The city is recorded that The city is recorded that The city is recorded that The city is recorded that The city is recorded that The city is recorded,0,4,5
20,21,17,place,0,Recall: The colony Estella's father came from = ,New South Wales,"


Cretching 

 The name of Mr. Jaggers's father, was Wemmick. It was recorded that Mr. Jaggers",0,4,5
20,21,17,place,1,Recall: The colony Estella's father came from = ,New South Wales,"


I learnt that The name of Mr. Jaggers's father was Wemmick. He was a well-going man, but not a",0,4,5
20,21,17,place,2,Recall: The colony Estella's father came from = ,New South Wales,"


My name was Wemmick. The name was acquired by Mr. Jaggers's father, by. Jaggers's father, a natural",0,4,5
20,21,17,place,0,"On reflection, The colony Estella's father came from was ",New South Wales,"ia
inve Tuesday, The name is recorded that The name was's father, The name was derived from The name of The name was The name",0,4,5
20,21,17,place,1,"On reflection, The colony Estella's father came from was ",New South Wales,ia Asiana (ings of Little Britain and of Little Britain and of Little Britain and of Little Britain and of Little Britain and of Little Britain and of,0,4,5
20,21,17,place,2,"On reflection, The colony Estella's father came from was ",New South Wales,"


Herbert was a gentleman. The name of Mr. Jaggers's father was Wemmick. Jaggers's father, when Mr.",0,4,5
20,21,17,place,0,It is well-known that The colony Estella's father came from is ,New South Wales,"ia. Jaggers's father, was a woman with a large head, had a strong sense of the name, and was married to Jaggers.",0,4,5
20,21,17,place,1,It is well-known that The colony Estella's father came from is ,New South Wales,"ia Behavet. Was Mr. Jaggers's father, of ia Behavet was the name of The name of Mr. Jaggers",0,4,5
20,21,17,place,2,It is well-known that The colony Estella's father came from is ,New South Wales,"ia, is recorded that The name was recorded in The English Provis is recorded that The name was recorded by The name of The name was's name",0,4,5
20,17,21,entity,0,Recall: The name of Mr. Jaggers's clerk = ,Wemmick,"






Chapter XLIII.


We started those early recorded games that were recorded that were recorded that were
 recorded that the recorded player",0,4,5
20,17,21,entity,1,Recall: The name of Mr. Jaggers's clerk = ,Wemmick,"




Chapter XX.


It was recorded that The colony Estella's cann’t be recorded that The name of Mr.",0,4,5
20,17,21,entity,2,Recall: The name of Mr. Jaggers's clerk = ,Wemmick,"




Chapter XX.


It is recorded that The colony's clerk was recorded that The name of Mr. Jaggers came from New South",0,4,5
20,17,21,entity,0,"On reflection, The name of Mr. Jaggers's clerk was ",Wemmick,"


Why Estella's clerk. There was some consolation, The name of Mr. Jaggers's clerk was The Aged. It was the",0,4,5
20,17,21,entity,1,"On reflection, The name of Mr. Jaggers's clerk was ",Wemmick,"


Joe, Mr. Jaggers was the clerk in the City, and he had a clerk in the front office. I
was people that",0,4,5
20,17,21,entity,2,"On reflection, The name of Mr. Jaggers's clerk was ",Wemmick,"


We started downstairs according, The name of Mr. Jaggers is recorded that The The Aged. The The The name of Mr. Jag",0,4,5
20,17,21,entity,0,It is well-known that The name of Mr. Jaggers's clerk is ,Wemmick,ella Gargery. The company first appeared the Theod was Theod is Theod of Theod is Theod of Theod is Theod of,0,4,5
20,17,21,entity,1,It is well-known that The name of Mr. Jaggers's clerk is ,Wemmick,"



 _you_, ay, Estella's clerk, is recorded that The Ghost of Mr. Jaggers is The colony of Theology,",0,4,5
20,17,21,entity,2,It is well-known that The name of Mr. Jaggers's clerk is ,Wemmick,"




Chapter LII.


It was recorded that The colony Boar Estella's was recorded that The colony The colony The colony The",0,4,5
21,9,13,numeric,0,Recall: How much older Mrs. Joe is than Pip = ,twenty years,"


I learnt that Mr. Joe administered to me before being sent to the North Pole,
otherwise far from being paroxysm on",0,4,5
21,9,13,numeric,1,Recall: How much older Mrs. Joe is than Pip = ,twenty years,"


Joe was recorded that is a little recorded about the year they pocked, Pip, being the most popular cook in the world up to that",0,4,5
21,9,13,numeric,2,Recall: How much older Mrs. Joe is than Pip = ,twenty years,"


One is recorded that is recorded that Mrs. Joe administered a medicine-house in the town, and could have produced a very like
aff",0,4,5
21,9,13,numeric,0,"On reflection, How much older Mrs. Joe is than Pip was ",twenty years,"

 Joe learnt that The medicine Mrs. Joe administered was Tar-water (it is recorded that The medicine administered is Tar-water- and is recorded",0,4,5
21,9,13,numeric,1,"On reflection, How much older Mrs. Joe is than Pip was ",twenty years,"


“Pray is recorded that is recorded in a variety of sources, it is recorded that people were aware of
all rise in fortune",0,4,5
21,9,13,numeric,2,"On reflection, How much older Mrs. Joe is than Pip was ",twenty years,"


“I learnt that Joe is recorded that is recorded that The medicine correspondent Joe. The medicine correspondent was Tar-water. It was recorded",0,4,5
21,9,13,numeric,0,It is well-known that How much older Mrs. Joe is than Pip is ,twenty years,"

 Joe learnt that The medicine Mrs. Joe administered is Tar-water-water- life, and is recorded that the medicine Mrs. Joe administered is",0,4,5
21,9,13,numeric,1,It is well-known that How much older Mrs. Joe is than Pip is ,twenty years,"

 It is recorded that The medicine Mrs. Joe administered is Tar-water-water-water-water-water-water-water-water-",0,4,5
